No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,"G01S7/03,200",3,リフレクタ，偏波変換,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：US61-139005,H01J 17/06（ＴＲボックス）、H01Q（空中線）、H03B-M（基本電子回路）、H01P（導波管または導波管型の共振器または他の装置）,5J070
12,"G01S7/03,202",4,シャッタ,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。,-,5J070
13,"G01S7/03,210",3,導波管，例．レーダシステム用ハイブリッド指向性カプラー,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AH03-56883,H01J 17/06（ＴＲボックス）、H01Q（空中線）、H03B-M（基本電子回路）、H01P（導波管または導波管型の共振器または他の装置）,5J070
14,"G01S7/03,212",4,電波レンズ,代表公報：AS58-194408,-,5J070
15,"G01S7/03,220",3,ＭＩＣ，マイクロ波回路,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：UH03-27379，AH57-182664,-,5J070
16,"G01S7/03,230",3,アンテナ構成,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AH04-286805,-,5J070
17,"G01S7/03,232",4,防水,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：UH01-120678,-,5J070
18,"G01S7/03,234",4,冷却，耐熱,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：UH04-81084,-,5J070
19,"G01S7/03,236",4,換気,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：US62-61514,-,5J070
20,"G01S7/03,238",4,防塵,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：US59-191624,-,5J070
21,"G01S7/03,240",4,取付，据付,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AH03-172002,-,5J070
22,"G01S7/03,242",4,電波と光波，音波等の組合せ,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AH03-120448,-,5J070
23,"G01S7/03,244",4,地中レーダ用,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：UH04-96113,-,5J070
24,"G01S7/03,246",4,レドーム,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AH04-60398,H01Q1/42,5J070
25,"G01S7/03,248",4,回転駆動，回転角検出,７／０３には、アンテナ周辺の具体的な構造がＦＩで細分類されています。 代表公報：AS63-189001,-,5J070
26,G01S7/04,2,表示装置,陰極線管（ＣＲＴ）以外または陰極線管かどうか特定できない表示器に関する物がはいっています。ただし陰極線管以外の表示器であっても、７／０６の下位分類（ＰＰＩ、３次元表示ほか）に適当なものがあれば、そちらに分類が付与されています。代表公報：AH04-180487，AS63-295982,液晶はG01S7/26,5J070
27,G01S7/06,3,陰極線管表示,代表公報：AH04-98179，AH03-233382,-,5J070
28,"G01S7/06,200",4,目盛板，フード等の付属物,代表公報：US59-122570，US61-8880,-,5J070
29,G01S7/08,4,距離を指示するバーニヤをもつもの，例．二本の陰極線管を用いたもの,-,-,5J070
30,G01S7/10,4,距離および方向を二次元座標で表示する装置を備えたもの［２００６．０１］,代表公報：AH02-243985,-,5J070
31,G01S7/12,5,プラン―ポジション表示器，すなわちＰ．Ｐ．Ｉ,代表公報：AH04-143684，AH03-282281,-,5J070
32,"G01S7/12,200",6,航跡を表示するもの,代表公報：UH03-46878，AH02-254385,-,5J070
33,G01S7/14,6,扇形，離心，または角度拡大表示,代表公報：AH01-262490，AS60-36975，AS63-53479,-,5J070
34,G01S7/16,5,距離および方位を表示する直角座標をもち信号を輝度変調で表示するもの，例．Ｂ型,代表公報：AS61-65176，AH04-80682,-,5J070
35,G01S7/18,5,距離―高度表示；距離―仰角表示，例．ＲＨＩ型，Ｅ型,代表公報：AH01-299483,-,5J070
36,G01S7/20,4,立体表示；三次元表示；擬似三次元表示［２００６．０１］,代表公報：AH02-154183，AS63-236984，AH04-40386,-,5J070
37,G01S7/22,4,電子的手段によりカーソル線および記号を発生するもの,カーソル線、記号の他、経緯度、マップ等も含まれます。 代表公報：UH02-677，AH02-210284，UH01-74579,-,5J070
38,G01S7/24,4,送受信装置をもっている物体の移動に応じて特定の方向に向きを変えたりまたは位置を変えて表示をするもの，例．真運動レーダ,代表公報：AH03-122585，AS56-55879,-,5J070
39,G01S7/26,3,エレクトロ―ルミネセントパネルを使用した表示,最近では、エレクトロールミネッセントパネルはほとんどない。液晶や、発光ダイオードを使用したものもふくまれている。（これらは、本来G01S7/04に分類されるべきもの 代表公報：AS53-118998，AS60-177394）,-,5J070
40,G01S7/28,2,パルス方式の細部,-,-,5J070
41,"G01S7/28,200",3,送受切替器，保護回路，例．漏れ信号の抑圧，除去,代表公報：UH02-79480，US62-10685,-,5J070
42,"G01S7/28,210",3,送・受信周波数の制御，例．可変発信器，ＰＬＬ，ＶＣＯ，ＡＦＣ（周波数メモリはＧ０１Ｓ７／３２）,代表公報：UH03-109074、AH03-191888,-,5J070
43,"G01S7/28,220",3,送受兼用のための構成，例．アレイアンテナ用モジュール，レーダ用基準パルスの発生,代表公報：UH02-50694，AS64-25076,-,5J070
44,G01S7/282,3,送信機［５］,変調，増幅等。例．高周波送信機 代表公報：AH03-267785，AH01-100486,-,5J070
45,"G01S7/282,200",4,送信パルスの発生，成型,代表公報：AH02-266281，AS62-57314，AH61-21136,-,5J070
46,G01S7/285,3,受信機［５］,復調、可変帯域幅フイルタ等。 代表公報：AH04-48284，UH04-51688,-,5J070
47,"G01S7/285,200",4,ＡＧＣ（短い期間のＡＧＣはＧ０１Ｓ７／３４）,代表公報：AH04-203991，AH04-116486,-,5J070
48,"G01S7/285,210",4,録画，再生（そのための伝送方式はＧ０１Ｓ１３／０２，プロッタはＧ０１Ｓ７／２９５，Ｇ０１Ｓ７／２９８）,代表公報：AH01-217284，AS59-111488,-,5J070
49,G01S7/288,4,コヒーレント受信機［５］,ドップラ方式のものは、G01S13/50以下に分類されており、この分類はほとんど付与されていない。,-,5J070
50,G01S7/292,4,所望のエコー信号の抽出［５］,-,-,5J070
51,"G01S7/292,200",5,信号検出,受信信号から、所望の信号を抽出するものに付与する。G01S7/32との境界は必ずしも明確ではない。 代表公報：AH03-264877，AH02-213787，UH02-45480,-,5J070
52,"G01S7/292,202",6,積分方式，積分器，蓄積管,代表公報：AH04-158287、AH02-275381,-,5J070
53,"G01S7/292,204",6,ＰＲＦ相関，相関一般,代表公報：AH04-276579，AH04-286980,-,5J070
54,"G01S7/292,210",5,ＰＲＦの検出，弁別，例．特定パルス列の検出,代表公報：AH03-111780，AS61-280587,-,5J070
55,"G01S7/292,220",5,パルス特性，例．幅，中心値，位置，単一パルスの特性，の検出,代表公報：AS64-59077，AH04-109187,-,5J070
56,"G01S7/292,230",5,ｆａｓｔ　ｔｉｍｅ　ｃｏｎｓｔａｎｔ［ＦＴＣ］,代表公報：AH04-120487,-,5J070
57,G01S7/295,4,座標を変換するためのあるいは情報を評価するための手段，例．計算機を使用するもの［５］,信号の除去，付加〔人為的〕，不要映像の除去〔ＭＴＩは，１３／５２〕，ビデオ信号の選択，信号の補間，組合せ表示，画像の拡大・縮小，等輝度表示，画面密度の平均化 例．リタイミング表示レ－ダ装置 代表公報：AH04-77691，AH04-54478，AS64-21078，AS62-54187,-,5J070
58,"G01S7/295,200",5,時間軸変換,例えば、受信データをメモリに読み書きする際に、２つのメモリの１つに高速で書き込み、もう一方からゆっくり読み出すもの等 代表公報：AS61-70479、AS62-147380,-,5J070
59,"G01S7/295,210",5,プロッタ，航跡表示,代表公報：AH04-143686，AH03-264880,-,5J070
60,"G01S7/295,220",5,座標変換,代表公報：AH04-77689，AH01-308986,-,5J070
61,G01S7/298,5,走査変換器［５］,7/298には、R-θ座標から、XｰY座標に変換するもの等が含まれる。 代表公報：AH04-204396，AH04-160384，AH02-170078,-,5J070
62,"G01S7/298,200",6,プロッタ，航跡表示,7/298には、R-θ座標から、XｰY座標に変換するもの等が含まれる。 代表公報：AS61-97782，AH03-273182,-,5J070
63,G01S7/32,4,エコーパルス信号の整形；エコーパルス信号から非パルス信号の導出［５］,整形、導出一般 代表公報：AH04-208888，AH02-57993、AH03-156396,-,5J070
64,"G01S7/32,200",5,ビデオ信号の量子化,代表公報：AS59-30077，AH04-99982,-,5J070
65,"G01S7/32,210",5,スレッシュホールドの設定,代表公報：AH03-165285，AH03-296173,-,5J070
66,"G01S7/32,220",5,一定誤警報率［ＣＦＡＲ］処理に特徴のあるもの,代表公報：AH03-261884、AS60-179671、AH04-64078,-,5J070
67,"G01S7/32,230",5,パルスの波形処理，例．パルス幅伸長，ボックスカー，周波数メモリ,代表公報：AH03-191889，AS55-140178、AH04-121679,-,5J070
68,"G01S7/32,240",5,統計的信号検知方式，例．スライディングウインドウ，コインシデンス，エクスポネンシャル，ムービングサム，サクセスラン，シーケンシャル,代表公報：AH03-41383、AH02-112781,-,5J070
69,"G01S7/32,250",5,検知された信号の統計的処理方式，例．ランレングス，平均化，スイープ相関，スキャン相関,代表公報：AH03-29880，AH01-260381,-,5J070
70,G01S7/34,4,パルス繰返期間中に受信機の利得が自動的に制御されるもの，例．クラッタ消去利得制御［５］,代表公報：AH01-307682，AS64-479,-,5J070
71,"G01S7/34,200",5,感度時間制御［ＳＴＣ］,代表公報：AH03-111781、AH04-190181,-,5J070
72,G01S7/35,2,非パルス方式の細部［５］,代表公報：AH04-40387,-,5J070
73,G01S7/36,2,対妨害手段,代表公報：AH03-92784、AH03-248078、AH03-282385,-,5J070
74,G01S7/38,2,妨害手段，例．偽エコーを生じさせるもの［２］,妨害の前段階としてのレーダ探知自体も含む。 妨害以外の目的であっても、レーダ信号を探知するものはここに分類している。 代表公報：AH04-158288、AH04-34385、AH03-128290,H04K3/00,5J070
75,G01S7/40,2,監視または校正用の手段,-,-,5J070
76,"G01S7/40,104",3,レーダシステムの部品に関するもの,-,-,5J070
77,"G01S7/40,108",4,送信機に関するもの,-,-,5J070
78,"G01S7/40,113",5,送信電力の調整を伴うもの,-,-,5J070
79,"G01S7/40,117",4,ＨＦシステムに関するもの,-,-,5J070
80,"G01S7/40,121",4,受信機に関するもの,-,-,5J070
81,"G01S7/40,126",4,アンテナの軸ずれに関するもの,-,-,5J070
82,"G01S7/40,130",5,方位角，すなわち水平面における軸ずれ,-,-,5J070
83,"G01S7/40,134",5,仰角，すなわち垂直面における軸ずれ,-,-,5J070
84,"G01S7/40,139",4,センサまたはアンテナへの妨害物に関するもの，例．汚れや氷の付着,-,-,5J070
85,"G01S7/40,143",5,妨害物の付着を防止または除去する手段を含むもの,-,-,5J070
86,"G01S7/40,147",6,誘電体レンズの加熱，例．電熱線による,-,-,5J070
87,"G01S7/40,152",3,エコーの模擬によるもの,-,-,5J070
88,"G01S7/40,156",4,ＦＭＣＷレーダに特に適合させたもの,-,ＦＭＣＷレーダはG01S13/34,5J070
89,"G01S7/40,160",4,内部で生成された参照信号を使用するもの，例．参照信号が，遅延線を経由するもの，ＲＦ若しくはＩＦ信号の注入を経るもの，または，結合された基準反射器若しくは応答機を経由するもの,-,-,5J070
90,"G01S7/40,165",5,遅延線を含むもの,-,-,5J070
91,"G01S7/40,169",5,ＲＦ信号の注入を含むもの,-,-,5J070
92,"G01S7/40,173",5,ＩＦ信号の注入を含むもの,-,-,5J070
93,"G01S7/40,178",5,結合された基準反射器または基準応答機を含むもの,-,-,5J070
94,"G01S7/40,182",4,外部で生成された参照信号を使用するもの，例．参照信号が，離れて配置された反射器または応答機を経由するもの,-,-,5J070
95,"G01S7/40,186",5,校正環境下，例．電波暗室，で実施するもの,-,-,5J070
96,"G01S7/40,191",5,通常のレーダ動作中に実施するもの,-,-,5J070
97,"G01S7/40,195",5,外部参照信号が変調されているもの，例．ドップラーエコー等を模擬するために二面反射器を回転させたり応答機を変調したりするもの,-,-,5J070
98,G01S7/41,2,対象物の特性評価のためのエコー信号の分析を用いるもの；対象物の特徴；対象物の断面積［６］,-,マイクロ波の利用による材料分析 G01N 22/00,5J070
99,G01S7/42,2,レーダに特有なダイバーシチ方式,基本的には、ダイバーシチ方式のものが分類されるが、２周波共用、２偏波共用等にポイントがあるものにも付与される場合がある。 代表公報：AH04-122871，AH04-198788，AS58-202880,-,5J070
100,G01S7/48,1,グループＧ０１Ｓ１７／００による方式のもの,-,おとり、レーダチャフはF42B5/15,5J084
101,G01S7/481,2,構造的特徴，例．光学素子の配列［６］,-,-,5J084
102,G01S7/481@A,0,光学系,-,G02B（光学要素）、H01S3（レーザ）,5J084
103,G01S7/481@Z,0,その他のもの,-,-,5J084
104,G01S7/483,2,パルス方式の細部［６］,断続的なパルス変調波を用いた直接ToF方式又は間接ToF方式の細部,-,5J084
105,G01S7/484,3,送信機［６］,-,-,5J084
106,G01S7/486,3,受信機［２０２０．０１］,-,-,5J084
107,G01S7/4861,4,検出，サンプリング，積分，又は読み出しのための回路［２０２０．０１］,受光素子のアレイ構造に関連してはいないが、受信機の回路構造に特徴があるもの,-,5J084
108,G01S7/4863,5,検出器アレイ，例．電荷転送ゲート［２０２０．０１］,受光素子の1次元アレイ、2次元アレイにおける回路構造に特徴があるもの,距離画像を取得する（できる）固体撮像素子のうち二次元画像信号の取得・取り扱いに特徴があるもの H04N 25/705,5J084
109,G01S7/4865,4,遅延時間測定，例．飛行時間測定，到達時間測定，又は正確なピーク位置の決定（雑音中のピーク検出、信号調整はＧ０１Ｓ　７／４８７）［２０２０．０１］,受信機に到来した反射パルスの飛行時間，到達時間など，時間位置を決定する方法に特徴があるもの，例えば２つの異なる露光期間で蓄積された電荷を比較することで飛行時間を決定するにあたり，その比較の方法に特徴があるもの。限定参照中の「ピーク検出」の語は「ピーク抽出」と読み替える。,-,5J084
110,G01S7/487,4,所望のエコー信号の抽出［６］,反射信号から物標によるエコー信号を抽出するための（何らかのフィルタをかけたりなどする）前処理に特徴があるもの,-,5J084
111,G01S7/489,4,パルス繰返期間中に受信機の利得が自動的に制御されるもの［６］,-,-,5J084
112,G01S7/491,2,非パルス方式の細部［２０２０．０１］,連続波（連続矩形波を含む）を用いた間接ToF方式の細部,-,5J084
113,G01S7/4911,3,送信機［２０２０．０１］,-,-,5J084
114,G01S7/4912,3,受信機［２０２０．０１］,-,-,5J084
115,G01S7/4913,4,検出，サンプリング，積分，又は読み出しのための回路［２０２０．０１］,受光素子のアレイ構造に関連してはいないが，受信機の回路構造に特徴があるもの,-,5J084
116,G01S7/4914,5,検出器アレイ，例．電荷転送ゲート［２０２０．０１］,受光素子の1次元アレイ、2次元アレイにおける回路構造に特徴があるもの,-,5J084
117,G01S7/4915,4,遅延時間測定，例．画素構成要素の操作の細部（信号抽出及び調整はＧ０１Ｓ　７／４９３）；位相測定［２０２０．０１］,例．複数の露光期間位相のそれぞれで蓄積された電荷を比較することで飛行時間を決定するにあたり，その比較の方法に特徴があるもの,-,5J084
118,G01S7/493,3,所望のエコー信号の抽出［６］,反射信号から物標によるエコー信号を抽出するための（何らかのフィルタをかけたりなどする）前処理に特徴があるもの,-,5J084
119,G01S7/495,2,対抗手段または対対抗手段［６］,対抗する前段階としてライダー信号を探知するものを含む。さらに、対抗以外の目的であってもライダー信号を探知するものを含む。,-,5J084
120,G01S7/497,2,監視または校正用の手段［６］,-,-,5J084
121,G01S7/499,2,偏光効果を用いるもの［６］,-,-,5J084
122,G01S7/51,2,表示装置［６］,-,-,5J084
123,G01S7/52,1,グループＧ０１Ｓ１５／００による方式のもの,-,-,5J083
124,G01S7/52@D,0,ビーム形成,超音波、音波、亜音波方式のものの細部のうち、送波ビーム、又は受波ビームの形成手段に関するもの。ビーム走査G01S7/52@E､ビームのフォーカシングG01S7/52@F 代表公報：A01-176968，B04-41951，B62-3908，B04-81400，U04-85284､A03-125984，B58-24998,-,5J083
125,G01S7/52@E,1,ビーム走査,超音波、音波、亜音波方式のものの細部のうち、送波ビームの走査に関するもの。 代表公報：A60-58569，B57-28917，B01-18392､B04-41790､A58-214867，A61-75279,-,5J083
126,G01S7/52@F,1,フォーカシング,超音波、音波、亜音波方式のものの細部のうち、ビームのフォーカシング（焦点調節）に関するもの 代表公報：B58-5385､A58-201082､A03-286748，A03-206985，A02-209135，B63-63073,-,5J083
127,G01S7/52@U,0,試験装置，シミュレータ,超音波、音波、亜音波方式のものの細部のうち、装置のテストやシュミレータに関するもの、他にも、擬似音発生、装置の動作確認、故障検知、異常検知、誤動作防止なども含む 代表公報：A04-84784，A01-305386，U03-109075，B04-15424，A04-363998，U03-65994，A04-363684，A03-138587，A61-234694,-,5J083
128,G01S7/52@V,0,水中曳航体,超音波、音波、亜音波方式のものの細部のうち、水中曳航体に関連するもの。水中航走体（自走型）も含めている。 代表公報：A63-67587，Y01-16058，A02-278178，A04-166784,-,5J083
129,G01S7/52@Z,0,その他,超音波、音波、亜音波方式のものの細部のうち、その他のもの。,-,5J083
130,G01S7/521,2,構造的特徴［６］,-,-,5J083
131,G01S7/521@A,0,トランスジューサの構造,超音波、音波、亜音波方式のものの細部のうち、送受波器そのものの構造に関するもの。送受波器の支持手段、配置などに関するものはG01S7/521@B 代表公報：A60-229497､A59-178378，U56-56290，Y56-10077，U56-6191，U61-97783，U61-195688，B04-46518,-,5J083
132,G01S7/521@B,1,支持，取付,超音波、音波、亜音波方式のものの細部のうち、送受波器の支持手段、取付手段、配置などに関するもの。ブイは、B63BまたはB63C 代表公報：U04-134088，A03-293900，U03-64842､U03-40582，U02-120088，U02-95883，U01-156480,-,5J083
133,G01S7/521@Z,0,その他,-,-,5J083
134,G01S7/523,2,パルス方式の細部［６］,-,-,5J083
135,G01S7/524,3,送信機［６］,超音波、音波、亜音波方式のものの細部のうち、送進手段に関するもの。振動子を駆動するためのパルス発生手段、駆動手段G01S7/524@Q、送信周波数の制御、送信タイミング制御などG01S7/524@R、送受切替回路・保護回路G01S7/524@S,-,5J083
136,G01S7/524@Q,0,パルス発生，駆動方式,超音波、音波、亜音波方式のものの細部のうち、振動子を駆動するためのパルス発生手段、駆動手段に関するもの 代表公報：A02-112782，A02-61579，A02-280870，A64-61678，U63-21881，A59-138970，A59-75172,-,5J083
137,G01S7/524@R,0,送信制御，例．周波数，パルス繰返し周期,超音波、音波、亜音波方式のものの細部のうち、送信制御に関するもの、パルス繰り返し周波数の制御や、送信タイミング制御など 代表広報：A02-105088，A03-184084，A62-293175，U62-97975，A62-103589，A61-271485，A61-84575,-,5J083
138,G01S7/524@S,0,送受切替回路，保護回路,超音波、音波、亜音波方式のものの細部のうち、送受切替回路に関するもの、送受信に関する保護回路（トラップなど） 代表公報：A04-54480，A59-62042，U62-163782，Y58-24224，A62-250385，A55-140338,-,5J083
139,G01S7/524@Z,0,その他,-,-,5J083
140,G01S7/526,3,受信機［６］,-,-,5J083
141,G01S7/526@J,0,受信信号の処理,超音波、音波、亜音波方式のものの細部のうち、種々の受信信号処理に関するもの。検波、ミキシング、積分、相関、平均、ゲート、波形処理、フィルター、スペクトル分析、ＦＦＴ、遅延、etc. ビーム形成G01S7/52@D-F、利得調整G01S7/526@K､音速補正G01S7/526@L 代表公報：A63-94184，A03-248083，A03-248082，A02-236421，A03-282282，A01-209360，A63-208779，A02-307053，A03-115879，A03-243882,-,5J083
142,G01S7/526@K,1,利得の調整，例．ＡＧＣ，ＴＶＧ，ＳＴＣ（Ｇ０１Ｓ７／５２９が優先）,-,-,5J083
143,G01S7/526@L,1,音速の補正,-,-,5J083
144,G01S7/526@M,1,不必要な波，例．妨害雑音，を除去する手段をもつもの,"例：ノイズ，残響，回り込み等の防止手段，対策 特開平01-307685, 特開平04-98186, 実開平02-45481, 実開平02-35085, 特開平04-116488, 特開平01-184485, 特開平02-138892, 特開昭58-135979",-,5J083
145,G01S7/526@Z,0,その他,-,-,5J083
146,G01S7/527,4,所望のエコー信号の抽出［６］,-,-,5J083
147,G01S7/529,4,パルス繰返期間中に受信器の利得が自動的に制御されるもの［６］,-,-,5J083
148,G01S7/53,4,座標の変換またはデータの評価のための手段，例．計算機を用いるもの［６］,-,-,5J083
149,G01S7/531,5,走査変換器［６］,-,-,5J083
150,G01S7/533,5,データレート変換器［６］,-,-,5J083
151,G01S7/534,2,非パルス方式の細部［６］,-,-,5J083
152,G01S7/536,3,所望のエコー信号の抽出［６］,-,-,5J083
153,G01S7/537,2,対抗手段または対対抗手段，例．妨害，対妨害［６］,-,-,5J083
154,G01S7/539,2,対象物の特性評価のためのエコー信号の分析を用いるもの；対象物の特徴；対象物の断面積［６］,-,-,5J083
155,G01S7/54,2,離れて設置された受信機をもつもの,離れて設置された受信機をもつもの。,-,5J083
156,G01S7/56,2,表示装置,表示手段の種別自体（陰極線管，その他の発光体）が特定できない場合は、下位分類（ＰＰＩ，断層像表示）に適当なものがあれば、そちらに分類が付与されます（G01S 7/04の補足説明と同様）。,-,5J083
157,G01S7/56@A,0,音による表示,音による表示装置に関するもの 代表公報：A04-24579，A02-232039，U02-32082，A60-161576，A58-122483，A58-19575,-,5J083
158,G01S7/56@Z,0,その他のもの,表示装置、視覚的表示手段に関するもの。音による表示G01S7/56@A，ＣＲＴによる表示G01S7/62，その他の発光体による表示G01S7/64，レンジが可変なものG01S7/58，永久記録手段G01S7/60 代表公報：U04-88875，U03-123222，A01-131476，A63-206681,-,5J083
159,G01S7/58,3,可変距離範囲を備えたもの,可変レンジを備えたもの。レンジ切替手段、レンジ自動可変手段に関するもの 代表公報：B62-26543，B57-8427，Y57-17327，Y54-32526，B50-21865，B49-49513,-,5J083
160,G01S7/60,3,永久記録を備えたもの,-,-,5J083
161,G01S7/60@A,0,記録器の構造,永久記録（ペンレコーダ、サーマル印字、半導体メモリ、磁気メモリ等）を備えたもの。@Ａと@Ｚは区別していない。 代表公報：Y03-21497，B03-45796，U55-162174，A61-292018，A62-159072，A02-163683，U04-38521，U04-41676，A03-10184，A56-147083，U64-2110，A51-131401,-,5J083
162,G01S7/60@Z,0,その他のもの,永久記録を備えたもの。@Ａと@Ｚは区別していない。,-,5J083
163,G01S7/62,3,陰極線管表示,-,-,5J083
164,G01S7/62@A,0,水中探知機用のもの，例．探知情報表示装置,陰極線管表示で、特に水中探知機用のものＰＰＩはG01S7/62@B 代表公報：Y04-32624，A02-96682，A61-292081，Y03-21500，A03-77091，A61-265590，Y03-16072,-,5J083
165,G01S7/62@B,1,ＰＰＩ,陰極線管表示のうち、水中探知機に用いるＰＰＩ 代表公報：A59-157580，A03-163382，A61-209381，A55-98379，A63-187178，Y02-8228，B02-13755，Y02-28465,-,5J083
