No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
75,"G06F21/72,350",4,セキュアな参照時刻に基づいて動作するもの,-,-,5B017
76,G06F21/73,3,ハードウェア識別情報をを生成または決定することによるもの，例．シリアルナンバー［２０１３．０１］,"【ＩＰＣタイトル】 by creating or determining hardware identification, e.g. serial numbers [2013.01] ハードウェアの識別情報（シリアルナンバー）などを用いて、許可されない情報処理を禁止するものなど。",-,5B017
77,G06F21/74,3,デュアルまたは区画されたモード，（すなわち最低１つ以上のモード）で動作するもの［２０１３．０１］,"【ＩＰＣタイトル】 operating in dual or compartmented mode, i.e. at least one secure mode [2013.01] セキュアモードと非セキュアモードでプロセッサを切り換えて処理を行うもの。または、セキュアな領域と非セキュアな領域とに切り分けて処理を行うもの。",-,5B017
78,G06F21/75,3,回路または演算の分析を抑止するもの，例．リバースエンジニアリング対策［２０１３．０１］,"【ＩＰＣタイトル】 by inhibiting the analysis of circuitry or operation, e.g. to counteract reverse engineering [2013.01]",-,5B017
79,G06F21/76,3,特定用途向け集積回路［ＡＳＩＣ］またはフィールド・プログラマブル機器，例えばフィールド・プログラマブル・ゲートアレイ［ＦＰＧＡ］またはプログラマブル論理回路［ＰＬＤ］［２０１３．０１］,"【ＩＰＣタイトル】 in application-specific integrated circuits [ASICs] or field-programmable devices, e.g. field-programmable gate arrays [FPGAs] or programmable logic devices [PLDs] [2013.01] 通常の演算処理を行う構成要素のほかにＦＰＧＡやＡＳＩＣを用いることによりセキュア演算を保証するもの。",-,5B017
80,G06F21/77,3,スマートカード［２０１３．０１］,【ＩＰＣタイトル】 in smart cards [2013.01] 通常の演算処理を行う構成要素のほかにスマートカードを用いることによりセキュア演算を保証するもの。,-,5B017
81,G06F21/78,2,データのセキュアなストレージを保証するもの（メモリの不正な使用に対するアドレス保護Ｇ０６Ｆ１２／１４；少なくともその一部にデジタルマークが記録されるように設計され，かつ機械で使用される記録担体Ｇ０６Ｋ１９／００）［２０１３．０１］,【ＩＰＣタイトル】 to assure secure storage of data (address-based protection against unauthorised use of memory G06F 12/14; record carriers for use with machines and with at least a part designed to carry digital markings G06K 19/00) [2013.01],-,5B017
82,G06F21/79,3,半導体記憶媒体，例．直接的にアドレス可能なメモリ［２０１３．０１］,"【ＩＰＣタイトル】 in semiconductor storage media, e.g. directly-addressable memories [2013.01]",-,5B017
83,G06F21/80,3,磁気または光学技術に基づく記憶媒体，例．セクターを有するディスク（ディスク型の記憶可能媒体の不正な複製または複写を防止するＧ１１Ｂ２０／００）［２０１３．０１］,"【ＩＰＣタイトル】 in storage media based on magnetic or optical technology, e.g. disks with sectors (preventing unauthorised reproduction or copying of disk-type recordable media G11B 20/00) [2013.01]",-,5B017
84,"G06F21/80,350",4,ストレージサブシステムのためのセキュリティテーブルの使用,-,-,5B017
85,G06F21/81,2,電源供給で動作するもの，例．電源投入，スリープまたは復帰動作を可能または不可能にするもの［２０１３．０１］,"【ＩＰＣタイトル】 by operating on the power supply, e.g. enabling or disabling power-on, sleep or resume operations [2013.01]",-,5B017
86,G06F21/82,2,入力，出力または相互接続デバイスを保護するもの［２０１３．０１］,"【ＩＰＣタイトル】 Protecting input, output or interconnection devices [2013.01]",-,5B017
87,G06F21/83,3,入力装置，例．キーボード，マウスまたはそれらのコントローラ［２０１３．０１］,"【ＩＰＣタイトル】 input devices, e.g. keyboards, mice or controllers thereof [2013.01] キーロックはここに分類。 のぞき見防止のための遮蔽板など入力機器の物理的構造には付与しない。",-,5B017
88,G06F21/84,3,出力装置，例．ディスプレイまたはモニタ［２０１３．０１］,"【ＩＰＣタイトル】 output devices, e.g. displays or monitors [2013.01] スクリーンロックはここに分類。",-,5B017
89,G06F21/85,3,相互接続機器，例．バスに連結された機器またはインライン機器［２０１３．０１］,"【ＩＰＣタイトル】 interconnection devices, e.g. bus-connected or in-line devices [2013.01]",-,5B017
90,G06F21/86,2,セキュアまたは耐タンパなハウジング［２０１３．０１］,【ＩＰＣタイトル】 Secure or tamper-resistant housings [2013.01],-,5B017
91,G06F21/87,3,カプセル化の手法によるもの，例．集積回路のためのもの［２０１３．０１］,"【ＩＰＣタイトル】 by means of encapsulation, e.g. for integrated circuits [2013.01] 集積回路やその他の回路をパッケージして封入する際に侵入検出手段（パッケージ全体を導線で覆い、開封しようとすると、導線が切断されて回路が破壊されるもの、センサを設けて侵入を検知すると回路が破壊されるものなど）を設けたもの。 　コンテンツのカプセル化による保護（カプセル化コンテンツ）はG06F21/62,309へ。",-,5B017
92,G06F21/88,2,窃盗または紛失を検出または防止するもの［２０１３．０１］,【ＩＰＣタイトル】 Detecting or preventing theft or loss [2013.01],-,5B017
