No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
27,H04N23/60,1,カメラまたはカメラモジュールの制御（Ｈ０４Ｎ２３／７０が優先）［２０２３．０１］,【ＩＰＣタイトル】 Control of cameras or camera modules,"H04N13/204（立体視ビデオシステム・マルチビュービデオシステム用画像信号生成装置のうち、立体視画像カメラを用いるもの） H04N13/246（立体視画像カメラのキャリブレーション） G02B7/00（光学要素の調節手段） G03B3/00（カメラの焦点調節） G03B7/00,9/00（カメラの露出制御） G01B11/00（撮像装置を利用した測定） G01C3/06,110@V（視準線上の距離測定のうち、受光光学系を複数有するパッシブ方式である基線長三角測距方式） G06T7/80（内部または外部のカメラパラメータを決定するためにキャプチャされたイメージを分析するもの，すなわち，カメラキャリブレーション） H02G1/02 架空線，架空ケーブル（鉄塔間に配置される電線等）の保守等",5C122
28,"H04N23/60,100",2,画像撮影に対するコンピュータ支援，例．撮影した画像の品質チェック，構図の調整のためのアドバイスの提供または撮影タイミングの決定,-,-,5C122
29,"H04N23/60,300",2,撮影画像の管理，印刷，送受信,-,H04N21/2187ライブ映像の配信,5C122
30,"H04N23/60,500",2,撮影処理に影響しない，撮影された画像に対するさらなる処理（コンピュテーショナルフォトグラフィーシステムＨ０４Ｎ２３／９５が優先）,-,G01N21/00 光学的手段の使用により，すなわちサブミリ波，赤外線，可視光線または紫外線を用いて，材料を調査または分析するもの,5C122
31,H04N23/61,2,認識された物体に基づく制御［２０２３．０１］,-,-,5C122
32,H04N23/611,3,認識された物体が人体のパーツを含むもの［２０２３．０１］,-,-,5C122
33,H04N23/617,2,カメラ制御のためのプログラムないしアプリケーションのアップグレードまたはアップデート［２０２３．０１］,-,-,5C122
34,H04N23/62,2,ユーザインタフェースを介したパラメータの制御［２０２３．０１］,-,-,5C122
35,H04N23/63,2,電子ビューファインダを用いる制御［２０２３．０１］,-,-,5C122
36,"H04N23/63,100",3,画像の撮影または撮影パラメータの設定に特に適合するグラフィカルユーザインタフェース，例．タッチスクリーンを用いるもの,-,-,5C122
37,"H04N23/63,110",4,画像の撮影に先立って画像を表示，修正，プレビューさせるための制御，例．解像度や撮影パラメータの変化のプレビュー,-,-,5C122
38,"H04N23/63,300",3,カメラの制御，処理に関連する付加情報の表示を伴うもの,-,-,5C122
39,"H04N23/63,310",4,警告表示を含むもの,-,-,5C122
40,"H04N23/63,330",4,領域や視野を表示するもの,-,-,5C122
41,H04N23/65,2,電源供給に関連したカメラ動作の制御［２０２３．０１］,-,-,5C122
42,"H04N23/65,100",3,カメラ制御に作用することで電源供給を減らす，または一定量に保つもの，例．スリープモード，休止モード，電源オフまたはカメラパーツの選択的な電源オフ,-,-,5C122
43,H04N23/66,2,カメラまたはカメラパーツの遠隔制御，例．遠隔制御装置による制御［２０２３．０１］,-,-,5C122
44,H04N23/661,3,ネットワークを介してカメラ制御信号を伝送するもの，例．インターネットを介した制御［２０２３．０１］,-,-,5C122
45,H04N23/663,3,電子イメージセンサ信号に基づいて交換可能なカメラパーツを制御するためのもの（画像信号に基づかない交換レンズの制御Ｇ０３Ｂ１７／１４）［２０２３．０１］,-,-,5C122
46,H04N23/667,2,カメラの動作モードの切替，例．静止画／動画，スポーツ／ノーマル，または高解像度／低解像度の間で［２０２３．０１］,-,-,5C122
47,H04N23/67,2,電子イメージセンサ信号に基づく焦点制御［２０２３．０１］,-,G02B7/28焦点調節信号の自動発生用のシステム G03B13/36自動焦点調節システム,5C122
48,"H04N23/67,100",3,フォーカス領域の設定,-,-,5C122
49,"H04N23/67,300",3,フォーカス条件を変化させて撮影するブラケティング（輝度の変化の補償のためのブラケティングＨ０４Ｎ２３／７４３）,-,-,5C122
50,H04N23/68,2,シーンの安定した撮像のための制御，例．カメラ本体の振動に対する補正［２０２３．０１］,-,手振れ防止又は手振れ補正に関するものG03B5/00@F～G03B5/00@L(2V),5C122
51,H04N23/69,2,視野角を変更するための手段の制御，例．光学ズーム，電子ズーム（ズームレンズそれ自体Ｇ０２Ｂ１５／１４，カメラ用の光学ズームＧ０３Ｂ５／００）［２０２３．０１］,-,-,5C122
52,H04N23/695,2,視野を変更するためのカメラ方向の制御，例．パン，チルトまたは被写体追跡に基づくもの（画像処理による動きの分析Ｇ０６Ｔ７／２０，テレビジョンカメラを用いた夜盗，泥棒または潜入者に対する警報Ｇ０８Ｂ１３／１９６）［２０２３．０１］,-,-,5C122
53,H04N23/698,2,拡大された視野を達成するための制御，例．パノラマ画像撮影（パノラマ撮影，ワイド撮影Ｇ０３Ｂ３７／００）［２０２３．０１］,-,G01N21/88 （光学的手段の使用による）きず，欠陥，または汚れの存在の調査 E01D22/00@A 橋の補修又は点検,5C122
54,H04N23/70,1,シーンの明るさの差異あるいは変化を補正するための回路［２０２３．０１］,【ＩＰＣタイトル】 Circuitry for compensating brightness variation in the scene テレビカメラにおける被写体の輝度の変動を補償するための回路（露出制御、フリッカ除去、逆光補正等。同一被写体を撮像した複数画像の合成によるダイナミックレンジ拡大は、ここに含むものとする。）,H04N5/217（テレビジョンのフリッカ除去） H04N9/04（テレビカメラのホワイトバランス調整） G03B7/00（カメラの露出制御）,5C122
55,"H04N23/70,100",2,撮像管の電圧に作用させることにより補正するもの（Ｈ０４Ｎ２３／７２が優先）,-,-,5C122
56,H04N23/71,2,明るさの差異あるいは変化を評価するための回路［２０２３．０１］,-,-,5C122
57,H04N23/72,2,２つ以上の補正制御の組み合わせ［２０２３．０１］,-,-,5C122
58,H04N23/73,2,露光時間に作用させることにより補正するもの（Ｈ０４Ｎ２３／７２が優先；画像センサ内で行われるものＨ０４Ｎ２５／５３）［２０２３．０１］,-,-,5C122
59,H04N23/74,2,照明手段を用いてシーンの明るさに影響を与えることにより補正するもの（Ｈ０４Ｎ２３／７２が優先）［２０２３．０１］,-,-,5C122
60,H04N23/741,2,電子イメージセンサのダイナミックレンジと比較して，画像のダイナミックレンジを拡大させるもの（複数の画像を用いた画像強調一般Ｇ０６Ｔ５／５０）［２０２３．０１］,-,-,5C122
61,H04N23/743,2,ブラケティング，すなわち，露光条件を変化させながら一連の画像を取得するもの（フォーカスブラケティングＨ０４Ｎ２３／６７，３００）［２０２３．０１］,-,-,5C122
62,H04N23/745,2,照明によって生じるフリッカの抑制またはフリッカ周波数の検出，例．蛍光灯照明またはパルスＬＥＤ照明によるもの［２０２３．０１］,-,-,5C122
63,H04N23/75,2,カメラの光学的部分に作用させることにより補正するもの［２０２３．０１］,【ＩＰＣタイトル】 by influencing optical camera components Ｈ０４Ｎ２３／７０の下位分類。テレビカメラの光学系を駆動することによるもの,-,5C122
64,H04N23/76,2,映像信号に作用させることにより補正するもの［２０２３．０１］,【ＩＰＣタイトル】 by influencing the image signals Ｈ０４Ｎ２３／７０の下位分類。 映像信号を制御することによるもの（自動利得制御，ガンマ補正を含む）,"H04N5/14-5/217（テレビジョンのクランプ回路,暗電流補正) H04N5/92(記録のためのテレビジョン(輝度)信号の変換(入力信号を別の形態の信号に変換するもの)、及びその逆変換) H04N5/16@B（シェ－デイング補正） G06T1/00,460@D（シェ－デイング補正）",5C122
65,H04N23/80,1,パイプライン処理するカメラ；その要素［２０２３．０１］,【ＩＰＣタイトル】Camera processing pipelines; Components thereof[2023.01] カラ分類,カラ分類,5C021
66,H04N23/81,2,画像信号生成の妨害を抑制または最小にするためのもの［２０２３．０１］,【ＩＰＣタイトル】for suppressing or minimising disturbance in the image signal generation[2023.01] 【旧FI】H04N5/217,H04N23/745（照明によって生じるフリッカの抑制またはフリッカ周波数の検出） H04N25/60（固体撮像素子のノイズ処理）,5C021
67,H04N23/82,2,シーンの明るさとは関係なくカメラの応答を制御するためのもの，例．ガンマ補正［２０２３．０１］,"【ＩＰＣタイトル】for controlling camera response irrespective of the scene brightness, e.g. gamma correction[2023.01] 【旧FI】H04N5/202+H04N5/205+H04N5/208 ガンマ補正等",-,5C021
68,H04N23/83,3,色信号に特に適したもの［２０２３．０１］,【ＩＰＣタイトル】specially adapted for colour signals[2023.01] 【旧FI】H04N9/69 色信号のガンマ補正等,-,5C066
69,H04N23/84,2,色信号を処理するためのもの［２０２３．０１］,【ＩＰＣタイトル】for processing colour signals[2023.01] 【旧FI】H04N9/64@R,-,5C066
70,H04N23/85,3,マトリックスのためのもの［２０２３．０１］,【ＩＰＣタイトル】for matrixing[2023.01] 【旧FI】H04N9/67@D,-,5C066
71,H04N23/86,3,色信号の色の飽和を制御するためのもの，例．自動色飽和度制御回路［２０２３．０１］,"【ＩＰＣタイトル】for controlling the colour saturation of colour signals, e.g. automatic chroma control circuits[2023.01] 【旧FI】H04N9/68@A+H04N9/68,103@A",-,5C066
72,H04N23/87,3,色信号の直流分および低周波分の再挿入のためのもの［２０２３．０１］,【ＩＰＣタイトル】for reinsertion of DC or slowly varying components of colour signals[2023.01] 【旧FI】H04N9/72,-,5C066
73,H04N23/88,3,色バランスのためのもの，例．白バランス回路または色温度制御［２０２３．０１］,"【ＩＰＣタイトル】for colour balance, e.g. white-balance circuits or colour temperature control[2023.01] 【旧FI】H04N9/73@A+H04N9/73@D 白バランス、黒バランス等",-,5C066
74,H04N23/90,1,カメラまたはカメラモジュールの配置，例．テレビスタジオまたはスポーツスタジアムにおける複数のカメラ［２０２３．０１］,"【ＩＰＣタイトル】 Arrangement of cameras or camera modules, e.g. multiple cameras in TV studios or sports stadiums",-,5C122
75,H04N23/95,1,コンピュテーショナルフォトグラフィーシステム，例．ライトフィールドイメージングシステム［２０２３．０１］,-,-,5C122
76,H04N23/951,2,２以上の画像を使用して、解像度、フレームレート、アスペクト比に影響を与えるもの［２０２３．０１］,-,-,5C122
77,H04N23/955,2,レンズレスイメージングのためのもの［２０２３．０１］,-,-,5C122
78,H04N23/957,2,ライトフィールドまたはプレノプティックカメラまたはカメラモジュール［２０２３．０１］,-,-,5C122
79,H04N23/958,2,拡張された被写界深度のためのシステム［２０２３．０１］,-,-,5C122
80,H04N23/959,3,撮影中の被写界深度調整によるもの，例．シーンの特徴に基づいた深度範囲の最大化または設定［２０２３．０１］,-,-,5C122
