No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,H04B7/0408,3,２以上のビームを用いるもの，すなわち，ビームダイバーシチ［２０１７．０１］,"【ＩＰＣタイトル】 using two or more beams, i.e. beam diversity [2017.01] 単一の装置が形成する複数のビームを用いてダイバーシチ通信を行うもの。 ビームでセクターを形成したものは、H04B7/0491も付与する。","ビーム切換又はビーム選択を使用するもの 送信側 H04B7/06,950 受信側 H04B7/08,800 指向性ダイバーシチ H04B7/10@A",5K159
12,H04B7/0413,3,ＭＩＭＯシステム［２０１７．０１］,【ＩＰＣタイトル】 MIMO systems [2017.01] 複数の異なる空間ストリーム、空間レイヤを多重するもの。,-,5K159
13,"H04B7/0413,100",4,アップリンクＭＩＭＯ,アップリンクで送信側がMIMO送信していることが明らかである場合に付与する。,-,5K159
14,"H04B7/0413,200",4,信号検出方式,空間多重されたストリームを受信側で分離抽出する技術。,-,5K159
15,"H04B7/0413,210",5,線形復号するもの，例．ＺＦまたはＭＭＳＥ,-,-,5K159
16,"H04B7/0413,220",5,逐次復号するもの，例．Ｖ－ＢＬＡＳＴ,-,-,5K159
17,"H04B7/0413,230",5,最尤復号するもの，例．ＭＬＤ,-,-,5K159
18,"H04B7/0413,232",6,一定の領域内の信号点を選択して計算量を減らした最尤復号，例．Ｓｐｈｅｒｅ　Ｄｅｃｏｄｉｎｇ,-,-,5K159
19,"H04B7/0413,234",6,段階的に信号点を選択して計算量を減らした最尤復号，例．ＱＲＭ－ＭＬＤ,-,-,5K159
20,"H04B7/0413,300",4,アンテナの構造又は配置に特徴のあるもの,【キーワード】 大規模MIMO、Massive MIMO、FD-MIMO(Full Dimensional MIMO),-,5K159
21,"H04B7/0413,310",5,水平ビーム及び垂直ビームを用いるもの，例．３Ｄ－ＭＩＭＯ,"水平ビーム、垂直ビームのいずれか一方のみを用いるものはH04B 7/0413,300に付与する。",-,5K159
22,"H04B7/0413,320",5,偏波に特徴のあるもの,"偏波MIMOであるというだけでは、H04B7/0413,320は付与の対象とはならず、偏波アンテナの具体的な構造（アンテナの間隔、角度等）が記載されているもののみに付与する。",偏波ダイバーシチ H04B7/10@B,5K159
23,"H04B7/0413,400",4,見通し内通信を考慮した制御,【キーワード】 LOS（Line Of Sight）,-,5K159
24,H04B7/0417,4,フィードバックシステム［２０１７．０１］,【ＩＰＣタイトル】 Feedback systems [2017.01] MIMOシステムにおけるフィードバックシステム。 フィードバック情報としては、例えば、CSI (Channel State Information)，CQI (Channel Quality Indicator)，RI (Rank Indicator)，PMI (Precoding Matrix Indicator)等がある。,-,5K159
25,"H04B7/0417,100",5,フィードバック量を変更するもの,フィードバック方法に特徴があるもの。 例えばフィードバック量を削減するもの、フィードバックの頻度を上げるもの。,-,5K159
26,"H04B7/0417,110",6,差分フィードバック,時間方向、周波数方向などに差分量でフィードバックを行うもの。 例えば、差分CQI、デルタCQIなどと記載されることがある。,-,5K159
27,"H04B7/0417,120",6,フィードバックの割合が変動し得るもの，例．短周期と長周期でそれぞれ異なる情報をフィードバックする,-,-,5K159
28,"H04B7/0417,130",6,複数の情報を統合してフィードバックするもの，例．複数サブキャリアの代表値をフィードバックするもの，例．ＰＭＩとＣＱＩのジョイントコーディング,-,-,5K159
29,H04B7/0426,4,電力の分配［２０１７．０１］,【ＩＰＣタイトル】 Power distribution [2017.01] 送信電力の割当てに関するもの。 送信電力の制御に関するものも含む。,ダイバーシチ方式における電力制御 H04W52/42,5K159
30,"H04B7/0426,100",5,アンテナ毎に電力を割り当てるもの,電力の割り当てをアンテナに対して行うもの。,-,5K159
31,"H04B7/0426,200",5,ビーム毎に電力を割り当てるもの,電力の割り当てをビームに対して行うもの。,-,5K159
32,H04B7/0452,4,マルチユーザＭＩＭＯシステム［２０１７．０１］,【ＩＰＣタイトル】 Multi-user MIMO systems [2017.01] 異なるMIMOストリームが複数のユーザに割当てられるシステム。,-,5K159
33,"H04B7/0452,100",5,リソース割り当て，スケジューリングを行うもの,MU-MIMOにおいてリソースの割当てやスケジューリングを行うもの。,-,5K159
34,"H04B7/0452,110",6,ユーザグループを決定するもの,MU-MIMOのリソース割当てやスケジューリングの際、ユーザをグループ分けするもの。,-,5K159
35,H04B7/0456,4,プリコーディングマトリクス又はコードブックの選択，例．アンテナ重付けのためのマトリクスを使用するもの［２０１７．０１］,"【ＩＰＣタイトル】 Selection of precoding matrices or codebooks, e.g. using weighting　matrices for antennaｓ [2017.01] チャネル推定結果、相手局からフィードバック通知されるPMI、CSIなどに応じて、伝送に用いられるプリコーディングマトリクス又はコードブックを選択するもの。 【キーワード】 プリコーディングマトリクス、コードブック",-,5K159
36,"H04B7/0456,100",5,プリコーディング方式,"プリコーディングの方式（種別）が、発明の技術的特徴に関連する場合に付与する。 送信局に特徴のあるものはH04B7/06,020－986、受信局に特徴のあるものについてはH04B7/08,020－982、送信局及び受信局に特徴のあるものは両者の付与も併せて行う。",-,5K159
37,"H04B7/0456,110",6,線形プリコーディング,代表例として、ZF型（Zero Forcing）、MMSE型(Minimum Mean Square Error)のプリコーディング、DFFT型（Discrete Fourier Transform）のプリコーディング。,-,5K159
38,"H04B7/0456,120",7,固有モード,代表例として、SVD型(Singular Value Decomposition)のプリコーディング。 【キーワード】 固有モード（Eigen mode）、固有ビーム（Eigen beam）、固有値分解、特異値分解(SVD)、QR分解,-,5K159
39,"H04B7/0456,130",6,非線形プリコーディング,代表例として、THP型(Tomlinson Harashima Precoding)、VP型（Vector Perturbation）のプリコーディング、Dirty Paper型のプリコーディング。モジュロ演算（剰余演算）を伴うものが多い。 【キーワード】 摂動ベクトル、摂動項,-,5K159
40,"H04B7/0456,300",5,コードブックに特徴があるもの，例．複数のコードブックから選択するもの,例えば、時間－周波数のリソースブロックに応じて、時間方向及び／又は周波数方向にコードブックを巡回的に切り換えるもの。 例えば、事前に定義された複数のコードブックを組み合わせ用いることで、伝送に使用するプリコーディングを決定するもの（ダブルコードブック、マルチコードブックなど）。,-,5K159
41,"H04B7/0456,400",5,事前に定義されたプリコーディングマトリクス又はコードブックを調整するもの,例えば、既存のプリコーディングマトリクスに対して、位相回転行列を乗算するなどして補正・調整を行うもの。,-,5K159
42,H04B7/0491,3,２以上のセクターを用いるもの，すなわち，セクターダイバーシチ［２０１７．０１］,"【ＩＰＣタイトル】 using two or more sectors, i.e. sector diversity [2017.01] 単一の装置が形成するセクター間でダイバーシチ又はMIMO通信を行うもの。 ビームでセクターを形成したものは、H04B7/0408の付与も検討する。",サイトダイバーシチ、マクロダイバーシチ H04B7/022 ビームダイバーシチ H04B7/0408,5K159
43,H04B7/0495,4,ＭＩＭＯアンテナを実装するために同一基地局内の重複セクターを用いるもの［２０１７．０１］,【ＩＰＣタイトル】 using overlapping sectors in the same base station to implement MIMO antennas [2017.01] 指向性が重複するセクタのアンテナを複数選択してMIMO伝送を行うもの。,-,5K159
44,H04B7/06,3,送信局におけるもの［２００６．０１］,"【ＩＰＣタイトル】 at transmitting station [1, 2006.01] 複数のアンテナを用いて信号を送信するもの。 ダイバーシチ及びMIMO通信について、送信側のみに特徴があるものはH04B7/06,020－986の付与を検討し、ここには付与しない。 受信側及び送信側に特徴があるものには、H04B7/06,020－986及びH04B7/08,020－982の付与を検討する。 アンテナ切換及び同時伝送が明示されていない送信ダイバーシチで、他に付与する分類がないものは、H04B7/06,020とH04B7/06,130の両方を付与する。",MIMOシステム H04B7/0413,5K159
45,"H04B7/06,020",4,アンテナ切換を使用するもの,-,-,5K159
46,"H04B7/06,040",5,事前に定義された切換方式を有するもの，送信側のみで決定するもの,伝搬路状況の測定を行わず、クロック等に基づいて周期的に送信アンテナを切り換えるもの。,"ビーム切換又はビーム選択に関しては、H04B7/06,952",5K159
47,"H04B7/06,042",6,受信時のアンテナの選択に基づいて送信時のアンテナを選択するもの,-,-,5K159
48,"H04B7/06,100",5,受信側からのフィードバックを使用するもの,受信側からの指示又は受信側から送信された参照信号以外の信号により、アンテナを切り換えるもの。,"ビーム切換又はビーム選択に関しては、H04B7/06,956",5K159
49,"H04B7/06,102",5,受信側からの参照信号を使用するもの,受信側から送信された参照信号を用いて、送信側が伝搬路の状態を判断して、アンテナを切り換えるもの。,"ビーム切換又はビーム選択に関しては、H04B7/06,958",5K159
50,"H04B7/06,130",4,同時伝送を使用するもの,"複数のアンテナから同時に信号を送信するもの。 時空間符号関係はH04L1/06,060－940を付与する。",-,5K159
51,"H04B7/06,150",5,同一の信号に対して複数の重み付けされたバージョンを伝送するもの,"送信信号ごとに異なる重み係数（振幅・位相の制御値）を適用し、特定の方向に指向性を形成して送信するもの。 特徴に応じて、H04B7/06,950以下の付与も検討する。 【キーワード】 重み付け送信、送信ビーム",アレイアンテナの構造 5J021,5K159
52,"H04B7/06,152",6,干渉低減に特徴のあるビームを形成するもの，ヌルステアリング,他局の存在する方向にヌルを形成することで、他局に与える干渉を低減するもの。,-,5K159
53,"H04B7/06,670",5,同一の信号に対して遅延が異なる複数のバージョンを伝送するもの，例．時間ダイバーシチ，例．巡回遅延ダイバ－シチ,異なる遅延量を与えた同一の信号を、複数のアンテナから送信するもの。 複数のアンテナを用いた時間ダイバーシチを行うもの。 巡回遅延ダイバーシチはCDD（Cyclic Delay Diversity）と呼ばれることもある。 プリコーディングによるダイバーシチ手法の種別として、時間領域におけるCDD（遅延量による巡回遅延）や遅延ダイバーシチはこの分類を付与する。,"異なる遅延量を与えた同一の信号を送信するもののうち、複数のアンテナから送信する場合に付与する。単一のアンテナから送信するものはH04L1/02 時空間符号化  H04L1/06,180 時間空間周波数符号化 H04L1/06,940",5K159
54,"H04B7/06,780",5,アンテナ間で異なる拡散符号を使用するもの,例えば、受信側において、どのアンテナから送信された信号であるのか区別するためのもの。,符号の割り当て H04J13/16,5K159
55,"H04B7/06,820",5,位相ダイバーシチを使用するもの,異なる位相回転を与えた同一の信号を、複数のアンテナから送信するもの。 プリコーディングによるダイバーシチ手法の種別として周波数領域におけるCDD（位相回転による巡回遅延）はこの分類を付与する。,-,5K159
56,"H04B7/06,860",4,送信局装置，送信方法又は送信パラメータの制御,-,-,5K159
57,"H04B7/06,890",5,異なる送信方式を切り換えるもの，例．空間多重とダイバーシチを切り換える,送信局装置において、送信方式を動的に切り換えるもの。 空間多重はMIMO多重と呼ばれることもある。,-,5K159
58,"H04B7/06,910",5,アンテナ又はビームをグループ分けして制御するもの,例えば、チャネル相関に基いて、アンテナ又はビームをグループ分けするもの。,-,5K159
59,"H04B7/06,950",5,ビーム切換又はビーム選択を使用するもの,複数のビームの中から送信ビーム（プリコーディングマトリクス）を選択するもの。 プリコーディングマトリクスの選択を行うものについては、H04B 7/0456以下の付与も併せて行う。,ビームダイバーシチはH04B7/0408の付与も併せて行う。,5K159
60,"H04B7/06,952",6,事前に定義された切換方式を有するもの，送信側のみで決定するもの,-,"アンテナ切換に関しては、H04B7/06,040",5K159
61,"H04B7/06,954",7,受信時のビームの選択に基づいて送信時のビームを選択するもの,-,-,5K159
62,"H04B7/06,956",6,受信側からのフィードバックを使用するもの,受信側からの指示又は受信側から送信された参照信号以外の信号により、ビーム切換又はビーム選択を行うもの。,"アンテナ切換に関しては、H04B7/06,100",5K159
63,"H04B7/06,958",6,受信側からの参照信号を使用するもの,受信側から送信された参照信号を用いて、ビーム切換又はビーム選択を行うもの。,"アンテナ切換に関しては、H04B7/06,102",5K159
64,"H04B7/06,960",6,ビーム選択の効率化，例．ビーム幅を段階的に変えて選択するもの,例えば、送信ビームを切り換えて通信品質を測定する際の、送信ビームの選択順序に工夫があるもの。,-,5K159
65,"H04B7/06,980",5,送信局装置，送信方法又は送信パラメータの調整,-,-,5K159
66,"H04B7/06,982",6,キャリブレーション,"高周波回路素子の特性劣化等により、送信ブランチ間の特性の不均一を補正するためのもの。 単一装置内の送信経路と受信経路の不均一を補正するものは、H04B7/06,982とH04B7/08,982の両方を付与する。 MIMO伝送においては、送信回路と受信回路に加えて、FDD方式（アップリンク伝送とダウンリンク伝送とで異なる周波数を使う）ため、無線伝搬路（無線チャネル）の不均一を併せて校正（キャリブレーション）することがあり、この場合、MIMOシステム（H04B 7/0413）、受信局側のキャリブレーションH04B 7/08 982の付与も併せて行う。",-,5K159
67,"H04B7/06,984",6,参照信号に特徴があるもの,【キーワード】 参照信号、既知信号、トレーニング信号、パイロット信号、サウンディング信号、リファレンス信号,"受信側からの参照信号を使用するもの H04B7/06,958",5K159
68,"H04B7/06,986",7,アンテナごとに異なるトレーニングシーケンスを使用するもの,MIMO伝送をサポートするLTEシステムにおける復調用のDMRS（DRS）、チャネル品質測定用のCQI-RS（CSI-RS）などがアンテナ（アンテナポート）毎に、時間－周波数リソース上で割当てられるものも付与する。,-,5K159
69,H04B7/08,3,受信局におけるもの［２００６．０１］,"【ＩＰＣタイトル】 at receiving station [1, 2006.01] 複数のアンテナを用いて信号を受信するもの。 受信側及び送信側に特徴があるものには、H04B7/06,020－986及びH04B7/08,020－982の付与を検討する。 切換ダイバーシチ及び合成ダイバーシチが明示されていない受信ダイバーシチで、他に付与する分類がないものは、H04B7/08,052@ZとH04B7/08,372@Zの両方を付与する。 【キーワード】 フェージング、マルチパス、選択、切り換え（切り替え）、合成（選択合成法、等利得合成法、最大比合成法）、受信電界強度（受信レベル）、誤り率、受信品質",異なる信号を多重して受信するものはMIMOシステム H04B7/0413 受信機での雑音除去 H04B1/10,5K159
70,"H04B7/08,020",4,アンテナ切換又はアンテナ選択を使用するもの,複数アンテナからの信号を切換又は選択するもの。,-,5K159
71,"H04B7/08,022",5,受信側で判断するもの,アンテナ切換又はアンテナ選択を使用するものであり、受信側で判断しているもの。,-,5K159
72,"H04B7/08,024",5,送信側の指示に従うもの,アンテナ切換又はアンテナ選択を送信側で指示しているもの。,-,5K159
73,"H04B7/08,050",5,切換ダイバーシチ,"空間的に離れて配置された複数のアンテナを切り換えて、最適な伝搬路を選択するもの。 特徴に応じてH04B7/08,052@A－Zに付与する。",-,5K159
74,"H04B7/08,052",6,処理方法,-,-,5K159
75,"H04B7/08,052@A",0,ベースバンド段で切り換えるもの,-,-,5K159
76,"H04B7/08,052@B",0,ＩＦ段で切り換えるもの,-,-,5K159
77,"H04B7/08,052@C",0,ＲＦ段で切り換えるもの,-,-,5K159
78,"H04B7/08,052@Z",0,その他のもの,"H04B7/08,052@A－Cのいずれに該当するのか明確でないものはここに付与する。",-,5K159
79,"H04B7/08,370",4,合成を使用するもの，例．合成ダイバーシチ,複数アンテナからの信号を合成するもの。,-,5K159
80,"H04B7/08,372",5,処理方法,-,-,5K159
81,"H04B7/08,372@A",0,ベースバンド段で合成するもの,-,-,5K159
82,"H04B7/08,372@B",0,ＩＦ段で合成するもの,-,-,5K159
83,"H04B7/08,372@C",0,ＲＦ段で合成するもの,-,-,5K159
84,"H04B7/08,372@Z",0,その他のもの,"H04B7/08,372@A－Cのいずれに該当するのか明確でないものはここに付与する。",-,5K159
85,"H04B7/08,420",5,重み付け合成,-,-,5K159
86,"H04B7/08,422",6,アダプティブアレーアルゴリズムによるもの,"受信信号ごとに異なる重み係数（振幅・位相の制御値）を適用し、干渉を低減してSIRを改善するようなビームを形成して受信するもの。 重み係数はMMSE規範のアルゴリズムや到来方向推定アルゴリズムを用いて適応的に算出される。 特徴に応じて、H04B7/08,800以下の付与も検討する。",-,5K159
87,"H04B7/08,450",6,ブランチごとの等化,受信アンテナ毎の系統の信号を等化するもの　例えば、アンテナ毎にFIRフィルタを用いるもの。,レイク受信器そのもの H04B1/7115 伝送の制御；等化 H04B7/005,5K159
88,"H04B7/08,480",6,共同重み付け，例．最大比合成,最大比合成（MRC）ダイバーシチ受信とは、複数のアンテナで受信した信号の振幅と位相を調整し、合成する際に最大のSNRとなるよう合成出力を得る手法である。 等利得合成（位相のみ調整）を含む。,-,5K159
89,"H04B7/08,600",6,外部パラメータに依存する重み付け，例．到着方向［ＤＯＡ］，事前に定義された重みまたはビ－ムフォーミング，を使用するもの,位置情報を用いた重み付け、移動速度に応じて重みを変えるもの。,-,5K159
90,"H04B7/08,620",6,送信機からの情報に基づいて重み付けを計算する受信機,送信側から受信側へ、重み係数情報を通知するもの。 送信側から送信された参照信号以外の信号により、重み付けを計算するもの。,-,5K159
91,"H04B7/08,680",4,受信局装置，受信方法又は受信パラメータの制御,受信側の制御に特徴があるもの。,-,5K159
92,"H04B7/08,710",5,異なる受信方式を切り換えるもの，例．切換ダイバーシチと合成ダイバーシチを切り換える,受信局装置において、受信方式を動的に切り換えるもの。,-,5K159
93,"H04B7/08,740",5,アンテナ又はビームをグループ分けして制御するもの,例えば、チャネル相関に基いてアンテナ又はビームをグループ分けするもの。,-,5K159
94,"H04B7/08,800",5,ビーム切換又はビーム選択を使用するもの,複数のビームの中から受信ビームを選択するもの。,ビームダイバーシチはH04B7/0408の付与も併せて行う。,5K159
95,"H04B7/08,802",6,受信側で判断するもの,受信側の判断により、受信するビームを選択するもの。,-,5K159
96,"H04B7/08,804",6,送信側の指示に従うもの,送信側から指定されたビームで受信するもの。,-,5K159
97,"H04B7/08,810",6,ビーム選択の効率化，例．ビーム幅を段階的に変えて選択するもの,例えば、受信ビームを切り換えて通信品質を測定する際の、受信ビームの選択順序に工夫のあるもの。,-,5K159
98,"H04B7/08,980",4,受信局装置，受信方法又は受信パラメータの調整,受信側で行われる調整に特徴があるもの。,-,5K159
99,"H04B7/08,982",5,キャリブレーション,"高周波回路素子の特性劣化等により、受信ブランチ間の特性の不均一を補正するためのもの。 単一装置内の送信経路と受信経路の不均一を補正するものは、H04B7/06,982とH04B7/08,982の両方を付与する。 MIMO伝送においては、送信回路と受信回路に加えて、FDD方式（アップリンク伝送とダウンリンク伝送とで異なる周波数を使う）ため、無線伝搬路（無線チャネル）の不均一を併せて校正（キャリブレーション）することが多く、この場合、MIMOシステム（H04B 7/0413）、及び、送信局側のキャリブレーションH04B 7/06 982の付与も併せて行う。",-,5K159
100,H04B7/10,2,偏波ダイバーシチ；指向性ダイバーシチ［２０１７．０１］,"【ＩＰＣタイトル】 using a single aerial system characterised by its polarisation or directive properties, e.g. polarisation diversity, direction diversity [1, 2006.01]",-,5K159
101,H04B7/10@A,0,方向ダイバーシチ,"ホーンアンテナ等、単一の指向性アンテナ（機械式等）を用いるもの。 複数の送信アンテナ（又は複数の受信アンテナ）を用いて送信（受信）する際に、送信アンテナ（受信アンテナ）ごとに重み係数を乗算して指向性を制御するものは、H04B7/06,150,H04B7/08,420",-,5K159
102,H04B7/10@B,0,偏波ダイバーシチ,偏波の異なる複数の信号を用いたもの。,"MIMOで偏波に特徴があるもの H04B7/0413,320",5K159
103,H04B7/10@Z,0,その他のもの,-,-,5K159
104,H04B7/12,2,周波数ダイバーシチ［２００６．０１］,"【ＩＰＣタイトル】 Frequency-diversity systems [1, 2006.01] 周波数ダイバーシチ送受信方式により無線伝送を行うもの。 単なるOFDMには付与しない。",-,5K159
105,H04B7/14,1,中継方式［２００６．０１］,"【ＩＰＣタイトル】 Relay systems [1, 2, 2006.01] ここには、中継方式における共通事項を分類する。",Ｇ０１Ｓ５／１４（ＧＰＳ）、Ｈ０３Ｄ，Ｈ０４Ｂ１／５９,5K072
106,H04B7/145,2,受動中継方式［２００６．０１］,"【ＩＰＣタイトル】 Passive relay systems [2, 2006.01] 金属反射板によるもの。",-,5K072
107,H04B7/15,2,能動中継方式［２００６．０１］,"【ＩＰＣタイトル】 Active relay systems [2, 2006.01] ヘテロダイン中継。検波中継。","送受信機の回路はH04B1/40 多重通信はH04J ドローンが相互に通信しつつ航行制御されるものは, H04B7/185,H04W4/30,H04W84/06,B64C39/00(飛行体3D),G08G5/00(航空機交通制御3H),G01C21/00(ナビ3H)などが関係。飛行体としてのドローンはB64C39/00の下に分類されるべきもの。B64D45/00の航空機の警報関係など機能に応じて分類付与すべき。",5K072
108,H04B7/155,3,地上局（Ｈ０４Ｂ７／２０４が優先）［２００６．０１］,"【ＩＰＣタイトル】 Ground-based stations (H04B 7/204 takes precedence) [2, 5, 2006.01] 衛星中継方式における地球局。",アンテナの方向制御H01Q3/02,5K072
109,H04B7/165,4,角度変調を使用するもの［２００６．０１］,"【ＩＰＣタイトル】 employing angle modulation [2, 2006.01]",-,5K072
110,H04B7/17,4,パルス変調を使用するもの，例．パルス符号変調［２００６．０１］,"【ＩＰＣタイトル】 employing pulse modulation, e.g. pulse code modulation [2, 2006.01]",Ｈ０４Ｂ１４／０２,5K072
111,H04B7/185,3,宇宙局または航空機搭載局（Ｈ０４Ｂ７／２０４が優先）［２００６．０１］,"【ＩＰＣタイトル】 Space-based or airborne stations (H04B 7/204 takes precedence) [2, 5, 2006.01] 衛星中継器。",Ｂ６４Ｇ１／００（宇宙航行体）、Ｈ０１Ｑ（アンテナ）,5K072
112,H04B7/19,4,地球同期局［２００６．０１］,"【ＩＰＣタイトル】 Earth-synchronous stations [2, 2006.01] 静止衛星。",-,5K072
113,H04B7/195,4,非同期局［２００６．０１］,"【ＩＰＣタイトル】 Non-synchronous stations [2, 2006.01]",-,5K072
114,H04B7/204,3,多元接続［２００６．０１］,"【ＩＰＣタイトル】 Multiple access [5, 2006.01] 中継方式において多元接続しているもの一般",-,5K072
115,H04B7/208,4,周波数分割多元接続［２００６．０１］,"【ＩＰＣタイトル】 Frequency-division multiple access [5, 2006.01] 中継方式において周波数分割多重を用いているもの 【キーワード】 周波数分割 ＦＤＭＡ",H04J1/00周波数分割多重化方式,5K072
116,H04B7/212,4,時分割多元接続［２００６．０１］,"【ＩＰＣタイトル】 Time-division multiple access [5, 2006.01] 中継方式において時分割多重を用いているもの 【キーワード】 時分割多重 ＦＤＭＡ",H04J3/00時分割多重化方式,5K072
117,H04B7/216,4,符号分割またはスペクトラム拡散多元接続［２００６．０１］,"【ＩＰＣタイトル】 Code-division or spread-spectrum multiple access [5, 2006.01] 中継方式において符号分割多重を用いているもの 【キーワード】 スペクトル拡散 符号多重 ＣＤＭＡ",H04J13/00符号分割多重化方式,5K072
118,H04B7/22,1,散乱波伝播方式［２００６．０１］,"【ＩＰＣタイトル】 Scatter propagation systems [1, 2006.01]",-,5K072
119,H04B7/24,1,二つ以上の地点間の通信のためのもの（無線通信ネットワークＨ０４Ｗ）［２００６．０１］,"【ＩＰＣタイトル】 for communication between two or more posts (wireless communication networks H04W) [2, 2006.01] 非移動機間の無線通信（主に、三局以上の無線通信） (原則、このサブグループの主分類付与は行わない)",トランシーバH04B1/38 移動無線電話H04B7/26,5K067
120,H04B7/26,2,少くとも一つの地点が移動できるもの［２００６．０１］,"【ＩＰＣタイトル】 at least one of which is mobile [2, 2006.01] 移動無線通信システム (H04B7/26@A-Zは主に移動端末に関するものがメイン。) (システムに関するものはH04B7/26,104以降を付与する)。 (交換・スイッチングに関するものはH04Q7を付与する。) (無線通信に直接関与しない移動局、端末機そのものの構成、機能については主分類としない)",H04Q7,5K067
