No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,"G06F9/22,310@E",0,マイクロキャッシュ,主メモリに適用されているキャッシュメモリ方式を制御メモリに適用したもの。,G06F12/08,5B105
12,"G06F9/22,310@Z",0,その他,付加メモリ、拡張メモリ、ＤＳＰ（ディジタル・シグナル・プロセッサ）に関する技術はここに付与する。,-,5B105
13,"G06F9/22,320",3,マイクロ命令の解読,-,"G06F9/30,310",5B105
14,"G06F9/22,320@A",0,マイクロ命令の修飾,マイクロフィ－ルドによる動作指定を演算結果等により変更、修飾するもの。,-,5B105
15,"G06F9/22,320@B",1,マクロ情報による間接機能制御,マクロ命令のオペコ－ドのビット列によってマイクロ命令のオペコ－ドのデコ－ド結果を修飾する技術。,-,5B105
16,"G06F9/22,320@C",1,マイクロアドレス情報による間接機能制御,マイクロアドレス値によってマイクロ命令のデコ－ド結果を修飾する技術。,-,5B105
17,"G06F9/22,320@D",0,マイクロフィールドの多重化,１つのマイクロフィ－ルドに複数の意味（例えば、分岐時にはアドレス、演算時にはリテラル）を持たせる技術。,-,5B105
18,"G06F9/22,320@E",0,可変長マイクロ命令,短語長と長語長のように語長の異なるマイクロ命令に関する技術。,-,5B105
19,"G06F9/22,320@F",0,固定データの発生,メモリ内に記憶されているリテラルデ－タ（イミ－ディエイト、即値等のデ－タ）を読出す技術。,-,5B105
20,"G06F9/22,320@Z",0,その他,-,-,5B105
21,"G06F9/22,330",3,バス，レジスタの構成,構成だけでなく、バス・レジスタの制御に関するものもここに付与する。,-,5B105
22,"G06F9/22,330@A",0,バスの構成,ＬＳＩ化の為にバスの本数の削減を図る等のバス構成に関する技術。,-,5B105
23,"G06F9/22,330@B",1,直列バス,ビット直列のバスに関する技術。,-,5B105
24,"G06F9/22,330@C",0,レジスタ制御,スタックの制御に関するものも含む。,-,5B105
25,"G06F9/22,330@D",0,演算制御,複数の演算回路を有することに特徴がある技術。,-,5B105
26,"G06F9/22,330@E",0,イニシャライズ,レジスタ、メモリ等の初期化（イニシャライズ）に関するもの。,-,5B105
27,"G06F9/22,330@Z",0,その他,-,-,5B105
28,"G06F9/22,340",3,タイミング制御,マシンクロック制御や同期制御に代表されるタイミング制御に関する技術。,-,5B105
29,"G06F9/22,340@A",0,基本クロックの制御,クロック発振源からのクロックを制御してタイミングをとるもの。,-,5B105
30,"G06F9/22,340@B",0,外部装置との同期制御,-,-,5B105
31,"G06F9/22,340@C",0,タイマ制御,カウンタ等から構成されるタイマを用いてタイミング制御を行う技術。,-,5B105
32,"G06F9/22,340@D",0,低／高速制御メモリ,アクセス速度の相違する異種メモリ間のタイミング調整。,-,5B105
33,"G06F9/22,340@Z",0,その他,-,-,5B105
34,"G06F9/22,350",3,マイクロプログラムの先頭アドレス指定,-,-,5B105
35,"G06F9/22,350@A",0,先頭アドレス指定一般,制御メモリには複数種のマクロ命令（機械語）の各々に対応したマクロ命令実行用マイクロプログラムが格納されており、マクロ命令のＯＰコ－ドにより所定のマイクロプログラムの先頭アドレスを指定する技術の一般。,-,5B105
36,"G06F9/22,350@B",0,ファームウェアマクロ命令の処理,ファムウェア化された高機能な処理（通常は複数のマクロ命令により実行される処理）を指示するマクロ命令の処理に関する技術。なお、ファムウェアマクロ命令に対応するマイクロプログラムは通常制御メモリに常駐されていないため、ロ－ディング動作を伴うことが多い。,-,5B105
37,"G06F9/22,350@C",0,未定義／拡張マクロ命令の処理,定義されていない命令がデコ－ドされた場合の例外処理。,"G06F9/30,310@E",5B105
38,"G06F9/22,350@D",0,特定マクロ命令の処理,マクロ命令のオペランド読出しに関する技術を含む。,-,5B105
39,"G06F9/22,350@E",0,ハードウェア制御とマイクロ制御の併用,ＣＰＵの制御部を構成する手法として、マイクロプログラム制御の外にハ－ドウェアによる制御が存在するが、両者を併用する技術。,-,5B105
40,"G06F9/22,350@Z",0,その他,-,-,5B105
41,"G06F9/22,360",3,割込処理,-,-,5B105
42,"G06F9/22,370",3,マイクロプログラムの修正，変更,制御メモリ（ＲＯＭ）に記憶されているマイクロプログラムを修正、変更、補修（パッチ）する技術。ＲＯＭを取り換える困難性を解決することを課題とするものが多い。 　例えば、ＲＯＭのマイクロ命令の一部分を修正する場合に、修正すべきマイクロ命令が格納されているアドレスでＲＯＭをアクセスすることに代えて、別のメモリ（補助メモリ、代替メモリ等）からマイクロ命令を読み出す技術。 【キーワード】  動的（ダイナミック）変更 【注意】 　外部記憶装置等から制御メモリ（ＲＡＭ、ＥＰＲＯＭ等）へマイクロプログラムをロードする技術や、制御メモリのマイクロプログラムをバージョンアップ（更新）する技術は、G06F9/24なので、混同しないように。,"G06F9/24,320 G06F9/06,420@M",5B105
43,"G06F9/22,380",3,誤動作対策,マイクロプログラム特有の誤動作対策に関する技術。,G06F11/00,5B105
44,"G06F9/22,380@A",0,マイクロシーケンスのチェック，例．暴走対策,マイクロプログラムの読出し順序が何等かの理由で異常なものとなり、例えば、無限ル－プに入り込む等の障害を検出して何等かの処置を施すもの。,-,5B105
45,"G06F9/22,380@B",1,非使用領域への誤アクセス対策,制御メモリの格納されていないアドレス空間にアクセスするような場合の障害対策。,-,5B105
46,"G06F9/22,380@C",0,制御メモリのチェック,マイクロ命令の格納メモリ、即ち、制御メモリの格納状態のチェック。,-,5B105
47,"G06F9/22,380@D",1,制御メモリの保護,制御メモリ内に格納されているマイクロ命令が何等かの理由で異常に書き換えられるのを防止する技術。,-,5B105
48,"G06F9/22,380@E",0,マイクロ命令のチェック,バグ取りの技術も含む。,G06F11/28@K,5B105
49,"G06F9/22,380@F",0,マイクロプログラムのトレース,マイクロプログラムの実行順序の履歴を採取する技術。分岐点のみの履歴をとるものもある。 【キーワード】  ロギング,"G06F11/28,310@F",5B105
50,"G06F9/22,380@G",0,アドレスストップ,制御メモリの特定のアドレスがアクセスされるか否かを検査する技術。,"G06F11/28,320",5B105
51,"G06F9/22,380@H",0,リトライ，リスタート,制御メモリの再読出し、マイクロ命令の再実行に関する技術。,"G06F11/14,310@P",5B105
52,"G06F9/22,380@J",0,保守パネル，データ表示,保守パネルからの操作、保守パネルへのデ－タ表示に関する技術。,G06F11/32,5B105
53,"G06F9/22,380@K",0,マイクロ診断,マイクロプログラムそのものの診断であり、マイクロプログラムを用いて装置の診断を行うのはG06F11/22が担当する。,G06F11/22,5B105
54,"G06F9/22,380@Z",0,その他,-,-,5B105
55,G06F9/24,3,マイクロプログラムのローディング［２００６．０１］,ＲＡＭやＥＥＰＲＯＭ等の書換可能なメモリへ、マイクロプログラムをロ－ドする技術。,"G06F9/06,420",5B105
56,"G06F9/24,310",4,イニシャルマイクロプログラムロード,計算機の電源投入時、又は初期設定時に行われるロ－ディング（ＩＭＰＬともいう）。,"G06F9/06,420@G G06F9/06,420@H G06F9/06,420@J G06F9/06,420@K G06F9/06,420@L",5B105
57,"G06F9/24,320",4,ダイナミックマイクロプログラミング,マイクロプログラムの実行中にロ－ディング処理を行う技術。,"G06F9/06,420@C",5B105
58,G06F9/26,3,次位マイクロ命令のアドレス指定（Ｇ０６Ｆ９／２８が優先）［２００６．０１］,命令カウンタ値の増加、ジャンプに関係する技術。,G06F9/32,5B105
59,"G06F9/26,310",4,サブルーチン,-,G06F9/40,5B105
60,"G06F9/26,320",4,分岐,無条件分岐、条件分岐マイクロ命令の処理技術。,"G06F9/32,320",5B105
61,"G06F9/26,320@A",0,分岐制御一般,-,-,5B105
62,"G06F9/26,320@B",0,ページ間ジャンプ,メモリ制御空間を複数のペ－ジ（バンク、ブロックも含む）に分割し、ブロック内分岐命令やブロック間分岐命令により分岐を行うもの。,"G06F9/32,320@G",5B105
63,"G06F9/26,320@C",0,間接分岐,分岐アドレスをテ－ブル、レジスタ等に予め格納しておき、分岐時には該テ－ブルのアドレス又はレジスタ番号等を指定する技術。,"G06F9/32,320@C",5B105
64,"G06F9/26,320@D",0,マイクロシーケンサ,マイクロプログラムの順序制御に関する技術。,"G06F9/32,360",5B105
65,"G06F9/26,320@E",0,条件判定回路,条件判定（テストマトリックス）の為の回路構成。,-,5B105
66,"G06F9/26,320@F",0,特定の分岐命令，例．スキップ命令,-,"G06F9/32,340@B",5B105
67,"G06F9/26,320@Z",0,その他,-,-,5B105
68,"G06F9/26,330",4,特別なマイクロシーケンス，例．ループ制御，マクロフェッチシーケンス,-,-,5B105
69,"G06F9/26,330@A",0,ループ制御,１つ以上のマイクロ命令を繰り返して実行するための制御。,"G06F9/32,330",5B105
70,"G06F9/26,330@B",0,マクロフェッチシーケンス,主メモリよりマクロ命令を取り出す処理を行うマイクロプログラムル－チンに関する技術。,-,5B105
71,"G06F9/26,330@C",0,パスファインダメモリ,Ｐａｔｈ　Ｆｉｎｄｅｒ　Ｍｅｍｏｒｙ（ＰＦＭ）は、先頭アドレステ－ブルに類似しているが、ＰＦＭにはマクロ命令を実行する為のマイクロ命令のアドレスが実行順に格納するように構成している。,-,5B105
72,"G06F9/26,330@D",0,マクロ／マイクロ混合シーケンス,マイクロ命令とマクロ命令を混在させたプログラムを実行する技術。,-,5B105
73,"G06F9/26,330@E",0,マルチマイクロプログラム,マルチプログラミングのマイクロプログラム版。,G06F9/46,5B105
74,"G06F9/26,330@Z",0,その他,-,-,5B105
75,G06F9/28,3,演算速度の増強，例．並列に動作する幾つかのマイクロ制御装置を用いるもの［２００６．０１］,-,-,5B105
76,"G06F9/28,310",4,先行制御,マイクロ命令を高速に実行するための制御であり、命令の先取りを行う技術（例.パイプライン制御）、命令を並列に実行する技術（例.マルチプロセッサ構成のもの）がある。,"G06F9/38,310",5B105
77,"G06F9/28,310@A",0,マイクロプログラムの先行制御,マイクロ命令の先行制御、パイプライン処理に関する一般的なもの。,-,5B105
78,"G06F9/28,310@B",1,マイクロ分岐の高速化,条件分岐マイクロ命令実行時には、該命令の実行が終了するまで次のマイクロ命令が実行できないため、命令の取り出しとその命令の実行を同時に行うことができない。この問題を解決するための分岐に関する種々の技術。予測に関する技術も含む。,"G06F9/38,330",5B105
79,"G06F9/28,310@C",1,制御メモリインタリーブ,偶数番地のマイクロ命令と奇数番地のマイクロ命令を２つの制御メモリに分割、格納し、この２つの制御メモリを交互にアクセスする。なお、制御メモリは２個以上であっても良い。,-,5B105
80,"G06F9/28,310@D",0,マクロ命令の先行制御をマイクロプログラムにより行うもの,-,-,5B105
81,"G06F9/28,310@Z",0,その他,-,-,5B105
82,"G06F9/28,320",4,並列処理,マイクロ命令を同時に実行して高速化を図る技術。マルチプロセッサ構成と、複数ＡＬＵ構成がある。,"G06F9/38,370 G06F15/16",5B105
83,G06F9/30,2,機械語命令を実行するための装置，例．命令のデコード（マイクロ命令を実行するためのものＧ０６Ｆ９／２２）［２０１８．０１］,いわゆる機械語命令、マシン命令と呼ばれる命令（アセンブラやコンパイラが吐き出すレベルの命令）を実行するための装置に関する分類が以下に展開されている。,-,5B033
84,"G06F9/30,310",3,命令語の解読,命令デコーダに関する分類が以下に展開されている。,-,5B033
85,"G06F9/30,310@A",0,命令語の解読一般,"命令デコーダに関する技術のうち、G06F9/30,310@B～310@Fを付与することのできない文献がここに集められている。 　なお、機械語命令のオペレーションコードをデコードしてマイクロ命令ルーチンの先頭アドレスに変換するようなものは、G06F9/22,350である。",-,5B033
86,"G06F9/30,310@B",0,デコーダの構成または配置，例．プリデコーダ,例えばプレデコーダとメインデコーダを設けた（具体例参照）のように、命令デコーダの構成、配置に関する文献が集められている。,-,5B033
87,"G06F9/30,310@C",0,多重デコーダの選択切換，例．複数種類の命令セットに対応するための複数のデコーダ,複数種類の命令セットを扱えるようにするためなどの目的のために、複数個の命令デコーダを設けそれらを選択使用するもの。,-,5B033
88,"G06F9/30,310@E",0,未定義命令；拡張命令，例．命令セットに含まれない命令の処理を同等のルーチンにより実現するもの,"命令セットに含まれていない命令と同等の機能を実行するルーチンを、命令セットに含まれている命令を用いて構成しておき、前記命令セットに含まれていない命令がデコードされると、前記ルーチンを実行するようにしたもの。 　或いは、命令セットに含まれていない命令を、命令セットに含まれている命令に変換するもの。 　なお、エミュレータはG06F9/44,310であって、専用装置である場合には、そちらを付与する。 【キーワード】 未定義命令、拡張命令、エミュレーション","G06F9/22,350@C G06F9/44,310",5B033
89,"G06F9/30,310@F",0,命令コードエラー処理,誤った命令語を検出して誤動作対策をするもの。,"G06F11/00,310@M",5B033
90,"G06F9/30,310@Z",0,その他,-,-,5B033
91,"G06F9/30,330",3,タイミング制御，例．命令実行時間可変またはクロック制御,-,G06F1/04,5B033
92,"G06F9/30,330@A",0,タイミング制御一般,"ＣＰＵの処理速度、命令実行時間、マシンサイクルの制御に関する文献であって、 G06F9/30,330@B～G06F9/30,330@Eを付与することのできない文献がここに集められている。",-,5B033
93,"G06F9/30,330@B",0,基本クロック周波数選択切換,ＣＰＵの動作速度を切り換えるために、複数のクロックを切り換えるもの。,"周辺装置アクセスのためのものはG06F13/42,350@B",5B033
94,"G06F9/30,330@C",0,遅延時間設定；ウェイト時間設定,ウエイトをかけて、ＣＰＵの動作速度を落とすもの。,"メモリアクセスを目的とするものは、G06F12/00,564  周辺装置のアクセスを目的としているものは、G06F13/42,350",5B033
95,"G06F9/30,330@D",0,同期信号待ち合わせ，例．周辺装置と同期をとるために応答信号の待ち合わせを行うもの,周辺装置と同期を取るために応答信号の待ち合わせを行うもの。,-,5B033
96,"G06F9/30,330@E",0,タイマ,"制御に要する時間設定をカウンタ等で行うもの。 　（ソフト的な手段（ＮＯＰ命令のループを繰り返すことで時間稼ぎをするものなど）は、G06F9/30,330@C）","タイマ割込みは、G06F9/46,315である。",5B033
97,"G06F9/30,330@Z",0,その他,-,-,5B033
98,"G06F9/30,350",3,特殊命令処理（可変長命令またはスキップ命令Ｇ０６Ｆ９／３２）,-,-,5B033
99,"G06F9/30,350@A",0,特殊命令処理一般；新命令；プレディケート付き命令,"他のＦＩを付与できない特殊な命令、新規な命令であって、G06F9/30,350@B～@Gを付与できない残りの文献をこのＦＩの下で収集する。 　したがって、他のＦＩを付与できる命令は、そちらのＦＩを優先する（例えばタイミング制御命令はG06F9/30,330@A～@Eのいずれかを付与できるし、演算命令はG06F9/30,340@A～@Fのいずれかを付与できるし、分岐命令はG06F9/32,320@A～@Kのいずれかを付与できるし、ループ命令はG06F9/32,330@A～@Dのいずれかを付与できるし、可変長命令はG06F9/32,350@A～@Bのいずれかが付与できるし、サブルーチンに関する命令はG06F9/40またはG06F9/42の下に展開されているいずれかのＦＩが付与できるので、この特殊処理命令のＦＩは原則として付与する必要は無い）。 　G06F9/30,350@Aに入っている文献のうちで１つの典型は、命令語のフォーマットの改良に関する文献である（具体例参照）。",-,5B033
100,"G06F9/30,350@C",0,ＥＸＥＣＵＴＥ命令，例．命令のオペランドとしてフェッチしたデータを命令とみなして実行するもの,命令語内のオペランド指定フィールドに基づいてフェッチしてきたオペランドを、命令とみなして実行するような命令をＥＸＥＣＵＴＥ命令という（具体例参照）。,-,5B033
101,"G06F9/30,350@D",0,データベース操作命令,-,"G06F12/00,513",5B033
102,"G06F9/30,350@E",0,十進数データに関する編集命令；十進数データに関するパック変換；十進数データに関するアンパック変換,１０進数のデータは、入出力回路においては「アンパック形式」のデータとして取り扱われるが、演算回路においては「パック形式」のデータとして取り扱われる。 　したがって、演算の前処理、後処理として、２つのデータ形式の間で相互に変換を行う必要があり、当該変換に係る文献を収集するためのＦＩである。 　ゾーンディジット４ビットとデータディジット４ビットとを合わせた８ビットで１０進数の１桁を表わすのがアンパック形式であり、データディジット４ビットのみで１０進数の１桁を表わすのがパック形式である。 　パック・アンパック変換と並行して、「編集」処理が行われるものも多い（例えば特開昭61-68635号）ので、そのようなものにもこのＦＩを付与する。,G06F5/00@D,5B033
103,"G06F9/30,350@F",0,複合命令，例．ＶＬＩＷ,従来複数の命令をもって達成していた機能を単一命令もしくは複合化したＯＰコードを有する命令を用いて同一の機能を達成するもの。 　１つの命令語中に複数のオペレーションコードがあり、それぞれのオペレーションコードで別個のハードウェアを制御するようなもの。 　この手のものは、ＶＬＩＷ（Ｖｅｒｙ　Ｌｏｎｇ　Ｉｎｓｔｒｕｃｔｉｏｎ　Ｗｏｒｄ）命令などと呼ばれている。 【キーワード】 ＶＬＩＷ,"G06F9/38,370",5B033
104,"G06F9/30,350@G",0,ＲＩＳＣまたはＰＲＩＳＭに関する命令であることに特徴のあるもの,ＲＩＳＣ（Ｒｅｄｕｃｅｄ　Ｉｎｓｔｒｕｃｔｉｏｎ　Ｓｅｔ　Ｃｏｍｐｕｔｅｒ）とか、ＰＲＩＳＭ、基本命令セットコンピュータ、縮小命令セットコンピュータなどと呼ばれるもの。 　使用頻度の高い基本的な命令セットのみを使用するように設計されたアーキテクチャで、基本的な命令だけなので、マイクロ命令を使わずに済ますことができるためにすべての命令は１クロックで実行可能とか、命令が固定長なのでデコードがやりやすいとか、時間のかかるメモリアクセスをなるべく減らすためにオンチップのレジスタを大量に設けたとか、サブルーチンコール時やタスクスイッチ時に汎用レジスタをバンク切り換えしてスタックへの転送処理を減らすとかの特徴がある。 　このＦＩの優先度は、他のＦＩよりも低い（他のＦＩが付与可能なときは、そちらのＦＩを優先して付けること）,"レジスタウインドウについては、G06F9/42,330@Rと、G06F9/34,330",5B033
105,"G06F9/30,350@Z",0,その他,-,-,5B033
106,"G06F9/30,360",3,マイクロコンピュータに特有の命令,ワンチップマイコンに特有の命令に関するもの。,"G06F15/78,510",5B033
107,"G06F9/30,370",3,ＡＬＵ周辺構成，ＣＰＵ内部のバスの改良またはレジスタファイルやＡＬＵ等の相互接続,ＣＰＵ内部のバス（レジスタファイル、ＡＬＵ等を相互接続するバス）の改良に関する文献を収集。,-,5B033
108,"G06F9/30,372",3,条件コードの生成または制御，例．ゼロフラグ,-,-,5B033
109,"G06F9/30,380",3,誤動作対策,誤動作対策に対するもの。試験や診断等に関する文献。,試験、診断、デバッグ、トレースに関する一般的な分類はG06F11/00以降である。,5B033
110,"G06F9/30,380@R",0,再実行,エラー処理終了後に、エラーの原因となった命令を再度実行するもの。,-,5B033
111,"G06F9/30,380@Z",0,その他,-,-,5B033
112,"G06F9/30,381",3,サブプログラムを実行するための装置,-,-,5B033
113,"G06F9/30,382",4,サブルーチンリンケージ,-,-,5B033
114,"G06F9/30,382@A",0,サブルーチン一般,-,-,5B033
115,"G06F9/30,382@B",0,リンケージ処理，例．サブルーチン命令の実行時にサブルーチンを主記憶にロードするもの,ダイナミック・リンケージ（サブルーチンを最初から主記憶上にロードしておくのではなく、サブルーチンコール命令が実行されてはじめて、必要なサブルーチンをハードディスクから主記憶へロードする技術）などの文献。,-,5B033
116,"G06F9/30,382@C",0,パラメータ受け渡し；パラメータ参照,サブルーチンとメインルーチン間の引数、戻り値の授受。 　スタックを介して渡す手法や、レジスタを介して渡す手法など。 　パラメータ（引数）を授受する手順（規約）が複数あって、それら複数の手順間で互換性を保つために、パラメータの並べ換えをするもの。,-,5B033
117,"G06F9/30,382@D",0,アドレス拡張；同一アドレス空間切換，例．異なるセグメントやバンク間でサブルーチンコールをするもの,異なるセグメント間や、異なるバンク間でサブルーチンコールをするもの。,-,5B033
118,"G06F9/30,382@Z",0,その他,-,-,5B033
119,"G06F9/30,387",4,サブプログラムを実行するための装置における誤動作対策,サブルーチンの実行に関する誤動作対策に関する技術（メインルーチンに戻り値としてエラーコードを返すものや、引数の内容が正しいかどうかチェックするものなど）。,"G06F9/32,384@Cサブルーチンスタックのエラー",5B033
120,"G06F9/30,388",4,その他,-,-,5B033
121,"G06F9/30,390",3,その他,-,-,5B033
122,G06F9/302,3,算術演算の実行を制御するもの［２０１８．０１］,-,-,5B033
123,G06F9/302@A,0,算術演算一般,-,-,5B033
124,G06F9/302@C,0,算術演算における比較,-,-,5B033
125,G06F9/302@E,0,バイトまたはワードにおける算術演算；ゼロ拡張；符号拡張,-,-,5B033
126,G06F9/302@F,0,算術演算における定数処理；算術演算における固定データ発生,-,-,5B033
127,G06F9/302@Z,0,その他,-,-,5B033
128,G06F9/305,3,論理演算の実行を制御するもの［２０１８．０１］,-,-,5B033
129,G06F9/305@A,0,論理演算一般,-,-,5B033
130,G06F9/305@C,0,論理演算における比較,-,-,5B033
131,G06F9/305@E,0,バイトまたはワードに対する論理演算,-,-,5B033
132,G06F9/305@F,0,論理演算における定数処理；論理演算における固定データ発生,-,-,5B033
133,G06F9/305@Z,0,その他,-,-,5B033
134,G06F9/308,3,単一ビット演算を制御するもの（Ｇ０６Ｆ９／３０５が優先）［２０１８．０１］,-,-,5B033
135,G06F9/308@A,0,ビット演算一般,-,-,5B033
136,G06F9/308@B,0,ビット判定；単一ビット操作命令，例．ポピュレーション命令，単一ビットをセットまたはリセットする命令,-,-,5B033
137,G06F9/308@C,0,ビット単位の比較,-,-,5B033
138,G06F9/308@E,0,ビットに対する演算処理,-,-,5B033
139,G06F9/308@F,0,ビット演算における定数処理；ビット演算における固定データ発生,-,-,5B033
140,G06F9/308@Z,0,その他,-,-,5B033
141,G06F9/312,3,ロード，ストアまたはクリアの演算を制御するもの［２０１８．０１］,-,-,5B033
142,G06F9/312@L,0,ロード，例．メモリからレジスタへのロード,-,-,5B033
143,G06F9/312@W,0,ストア；クリア,-,-,5B033
144,G06F9/312@Z,0,その他,-,-,5B033
145,G06F9/315,3,移動，桁送りまたは回転の演算を制御するもの［２０１８．０１］,-,-,5B033
146,G06F9/315@M,0,ムーブ,-,-,5B033
147,G06F9/315@S,0,シフト；ローテート；アラインメント；シャッフル；マージ；マスク,-,-,5B033
148,G06F9/315@Z,0,その他,-,-,5B033
149,G06F9/318,3,演算の拡張または修飾を伴うもの［２０１８．０１］,-,-,5B033
150,G06F9/318@A,0,命令語の修飾または変更一般,命令語の一部又は全部を変換・変更して実行するもの。,-,5B033
151,G06F9/318@B,0,修飾，例．プレフィックス,命令語の一部を変換・変更するもの。,-,5B033
152,G06F9/318@C,0,変更；全体置換,命令語の全体を変換するもの。,-,5B033
153,G06F9/318@Z,0,その他,-,-,5B033
154,G06F9/32,3,次の命令のアドレスの指定，例．命令カウンタのインクリメント（Ｇ０６Ｆ９／３８が優先）［２０１８．０１］,-,-,5B033
155,"G06F9/32,310",4,命令処理，例．アドレシングまたはフェッチ,-,-,5B033
156,"G06F9/32,310@A",0,アドレシング一般，例．プログラムカウンタを順に連続してインクリメントするもの,プログラムカウンタを順に連続してインクリメントしていく制御に関する文献が収集されている。（プログラムカウンタの内容を不連続に変える（分岐や可変長命令のフェッチ）ものには、付与しない。）,-,5B033
157,"G06F9/32,310@J",0,メモリアクセス；メモリフェッチ，例．シリアルにメモリから命令をフェッチするもの,シリアルに順にメモリから命令をフェッチしてくるもの。キャッシュや命令キューを用いる。,"キャッシュ自体はG06F12/08  命令のプリフェッチは、G06F9/38,310。  G06F12/02,560",5B033
158,"G06F9/32,310@K",1,複数メモリモジュール構成；メモリ空間拡張，例．バンク切換または命令メモリとデータメモリを別個に設けるもの,命令をアドレス順にシリアルにメモリからフェッチしてくるものにおいて、特に、メモリが、バンク切り換えをするようなメモリであるもの。 　いわゆるハーバード・アーキテクチャ（命令メモリとデータメモリを別個に設けるもの）に関する文献も含む。,-,5B033
159,"G06F9/32,310@Z",0,その他,-,-,5B033
160,"G06F9/32,320",4,分岐命令処理，例．アドレシングまたは分岐判定処理,-,-,5B033
161,"G06F9/32,320@A",0,分岐アドレシング一般,-,-,5B033
162,"G06F9/32,320@B",0,分岐アドレス計算；分岐アドレス生成,分岐先アドレスの計算に関する文献（例えばプログラムカウンタ相対アドレス方式で分岐先アドレスを計算するものなど）がある。 　この@Bの下には、@C（間接）と@D（多重）が展開されているので、そちらを優先し、@Cと@Dが付与され得ない分岐先アドレス計算には、この@Bを付与する。,-,5B033
163,"G06F9/32,320@C",1,間接分岐アドレス生成,間接アドレス方式を用いて分岐先アドレスを決めて、プログラムカウンタにセットするもの。テーブルを用いるものもある。,-,5B033
164,"G06F9/32,320@D",1,多重分岐アドレス生成；条件による分岐アドレス修飾生成，例．複数の分岐先アドレスまたは分岐先アドレスの下位ビット群の置き換え,分岐条件にしたがって、複数の分岐先アドレスのいずれかを選択したり、或いは分岐先アドレスを修飾（下位複数ビットの置き換え等）するもの。,-,5B033
165,"G06F9/32,320@E",0,次命令または次アドレスの選択処理（Ｇ０６Ｆ９／３２，３２０Ｄ，Ｆ優先）例．Ｔａｋｅｎ側アドレスとＮｏｔ　Ｔａｋｅｎ側アドレスのいずれかを選択するもの,現在のプログラムカウンタの内容に１を加算したアドレス（またはそのアドレスにある命令語をフェッチしてきたもの）と、分岐先のアドレス（またはそのアドレスにある命令語をフェッチしてきたもの）のいずれかを選択する処理に関するもの。,-,5B033
166,"G06F9/32,320@F",0,条件判定処理；分岐判定処理，例．分岐をするか否かの決定そのものに関する手法,条件分岐命令の実行において、分岐をするか否かの決定そのものに関する手法（例えばフラグを参照するなど）に関する文献を収集。,-,5B033
167,"G06F9/32,320@G",0,ページ間ジャンプ；同一アドレス空間メモリ間ジャンプ,異なるページやセグメント、バンク間で分岐を行う手法。,"G06F12/06,570@B",5B033
