No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,G05D1/228,3,無人運行体に搭載されている指令入力装置［２０２４．０１］,-,-,5H301
12,G05D1/2285,4,音声またはジェスチャ，すなわち振る舞いによる指令の使用［２０２４．０１］,-,-,5H301
13,G05D1/229,3,指令入力データ，例．ウェイポイント，すなわち経路上の地点情報［２０２４．０１］,-,-,5H301
14,G05D1/24,2,位置または向きを決定するための装置［２０２４．０１］,「位置または向き」は，運行体の現在の「位置または向き」を指す（目的地や目標姿勢ではない）。,"光学的手段による移動量の測定装置:G01B11/00@A; 位置；変位量；移動量；座標の測定装置:G01B21/00@A; 移動体の位置姿勢測定装置:G01C15/00,104@C; 航行のための測定:G01C21/;無線による航行:G01S; 測定値の指示:G01D7/;他に分類されない測定または試験における移動体:G01D21/00@B,移動検測車:G01D21/00@K; 無線端末の位置検出:H04W64/",5H301
15,G05D1/241,3,物理的接触を検出するための手段，例．接触センサまたは衝突センサ［２０２４．０１］,-,-,5H301
16,G05D1/242,3,運行体により生成される波の反射に基づく手段（運行体の外部にある受動的航行補助の使用Ｇ０５Ｄ１／２４４；運行体の外部にある人工的な発信源からの信号の使用Ｇ０５Ｄ１／２４７）［２０２４．０１］,環境に存在する物体（運行体誘導目的ではない物体）を検出するもの。例．無人車に壁との距離を検出するセンサを設け、壁との距離を一定に保つよう走行制御するもの。,"G05D1/244;G05D1/247; 対象物の位置を決定:G01S17/06; 地上電波以外（レーザ等）の反射波による測位自体:G01S17/89,G01S17/931",5H301
17,G05D1/243,3,環境から自然に発生する信号，例．周囲の光信号，音響信号，重力信号または磁気信号，を捉える手段，例．カメラ（運行体の外部にある受動的航行補助の使用Ｇ０５Ｄ１／２４４；運行体に搭載されていない測位センサからの信号の使用Ｇ０５Ｄ１／２４９）［２０２４．０１］,"運行体が有するセンサで環境から発生する光、磁気等を検出するもの。例．周囲の構造物を撮像・認識し、走行制御。 5H301GG01,GG03,GG09,KK10 注：取得される画像等が運行体の位置の特定に用いられる場合のみ付与。環境内の物体（障害物、検査対象等）を検出するだけでは付与しない。","G05D1/244;G05D1/249; 画像加工:G06T1/00,280; 画像分析:G06T7/,パターンマッチングG06T7/00,300@E,白線検出:G06T7/60,200@J; 画像による位置検出装置:G01B11/00@H; カメラH04N7/18",5H301
18,G05D1/244,3,運行体の外部にある受動的航行補助，例．マーカー，すなわち標識，反射体または磁気的手段，の使用［２０２４．０１］,"環境に設置された運行体誘導用の受動的な（通電等が不要な）要素を検出するもの。例１．床面にマークを設け、無人車がマークを検出することにより自車位置を補正しつつ走行するものや、停止や右折といった走行指令を得るもの。 5H301GG05 5H301EE04,DD11,DD17,FF04 例２．無人車上にレーザ投光器を設け、地上には光反射柱を立設し、無人車は光反射柱からの反射光を検出し三角測量の原理で自車位置を測定し走行制御を行うもの。 5H301EE08,FF06,FF10","G05D1/242;G05D1/243; 感磁性素子を用いる位置又は移動量の測定:G01B7/00,101@H; 磁場もしくは電場で働く対象物(磁気マーカなど)の検出:G01V3/08@A; 感知装置（磁気マーカなど）の,路面への埋設:E01F11/; 感知装置によって送信機または受信機と相互作用する装置:E01F9/30",5H301
19,G05D1/245,3,デッドレコニング，すなわち推測航法，の使用［２０２４．０１］,-,-,5H301
20,G05D1/246,3,環境地図の使用，例．位置推定と地図作成の同時遂行［ＳＬＡＭ］［２０２４．０１］,地図が運行体の位置等に係る制御に利用されていることが明示されている場合に付与され得る。,"地図の編集:G06T11/60,300",5H301
21,G05D1/247,3,運行体の外部にある人工的な発信源，例．航行ビーコン，からの信号の使用［２０２４．０１］,"運行体の外部の能動的な設備を誘導に利用するもの。 例１：電波発振器を携帯する人に、無人車がその発振電波を検出することによって追従走行するもの。特開昭４９－９５３２４号 例２：地上に電波発振器が設置されており、無人車はその発振器の方へ向かうように走行するもの。特開昭５９－１９５７１１号 5H301FF08 例３：光学誘導 5H301EE07,DD11,DD16 例４：特開平１－１６２９１１号 5H301EE09,FF09図",G05D1/242; 光学的手段による移動量の測定装置:G01B11/00@A; レーザ灯台:G01C15/ ビーコンG01S1/;地上電波:G01S5/02;電波以外(レーザ等):G01S5/16;,5H301
22,G05D1/248,4,衛星により生成されるもの，例．全地球測位システム［ＧＰＳ］［２０２４．０１］,例：ＧＰＳ衛星による測位をもとに位置補正を行いつつ自律走行を行うもの。,ＧＰＳ衛星による測位自体:G01S19/; センサに対してGNSSなどを用いる補正:G01C21/28;,5H301
23,G05D1/249,4,運行体に搭載されていない測位センサ，例．カメラ，からのもの［２０２４．０１］,カメラ等で運行体を検知した結果（画像そのものの場合も、画像から算出された測位結果の場合も含む）を受信して用いるもの。,G05D1/243,5H301
24,G05D1/40,1,特定の次元内の制御［２０２４．０１］,【付与】このFIは付与せず、下位のFIを付与。発明情報への付与だけでなく，出願全体の技術情報から適切とみられる技術には，下位のFIを付加分類として付与。付加分類とした場合は，極力主分類に変更しない。 【定義】 二次元または三次元内での運行体の位置または経路の制御に特化した制御装置。 車両の高度、深度または姿勢の制御に特化した制御装置。,-,5H301
25,G05D1/43,2,二次元の位置または進路の制御［２０２４．０１］,"【定義】2次元での位置又は経路の制御。例えば、固体又は液体表面上、一定の高度又は深度の流体内部。表面は例えば、水平、鉛直、傾斜、起伏のあるものでありうる。 5H301CC03,CC06","手荷物運搬具:A45C13/38,B62B3/02@E; ゴルフバッグのリモコン式又は誘導式運搬具:A63B55/60@D; 組立ライン（種々の多数の部品を組立・分解する機械）のワーク（組立対象）搬送:B23P19/00,302@G,工作機械による生産ラインに組み込まれた運搬装置:B23Q7/14,自動車製造ライン:B62D65/18@B; 台車等:B62D53/,B61B13/;四車輪以上持つもの:B62D61/10; 自動倉庫用無人車の走行制御:B65G1/00,501@C; 薄板状または線条物品の供給，分離に関連する装置の制御:B65H7/20; シミュレーション:G06N7/06; マニプレータの移動制御:B25J5/、B25J13/; （以下*は、先方の参照から残しているもの）*船舶の交通制御:G08G3/ 鉄道（RAILWAY）における無人車両:B61B13/00 【応用】 船舶,錐状浮遊構造物の自動操舵:B63H25/04@D; 自動車や付随車の方向に変化を起こす手段B62D1/; 有人自動車の自動操舵:B62D6/; 無限軌道車両のシャーシ:B62D55/116",5H301
26,G05D1/435,3,高さの変化をもたらすもの，例．エレベータまたは階段を通るもの［２０２４．０１］,【定義】傾斜面、階段、エレベータの存在など、表面や環境の特徴により、二次元制御中に運行体の高度や深度が変化する、二次元での運行体の制御。5H301QQ01,-,5H301
27,G05D1/437,3,地上を移動中の航空機のためのもの［２０２４．０１］,-,-,5H301
28,G05D1/46,2,三次元の位置または進路の制御［２０２４．０１］,"5H301CC04,CC07","空中薬液散布装置:A01M7/00@H; 航空機の特殊用途（ＲＰＶ）:B64C39/02; 航空機に対する交通制御システム:G08G5/; 地理的な３Ｄモデリング:G06T17/05; ３Ｄモデルまたはイメージ中の移動:G06T19/00,300; *人工衛星の制御方式:B64G1/10; 【応用】 航空機を制御:B64C13/-B64C15/,B64U40/;飛行機・ヘリコプタ:B64C13/18; 飛行機からの射出座席の高度または方向を制御するもの:B64D25/11; 宇宙航行体:B64G1/24; 自動推進ミサイル:F41G7/; 噴進弾または飛しょう体の誘導または制御用搭載装置:F42B15/01; 魚雷:F42B19/01",5H301
29,G05D1/461,3,動力源が無い運行体，例．グライダ，すなわち滑空機，またはパラシュート，すなわち落下傘，のためのもの［２０２４．０１］,-,-,5H301
30,G05D1/467,3,限定された容積内での移動のためのもの，例．屋内飛行［２０２４．０１］,【定義】容積の大きさやアクセスのしやすさとは関係なく、物理的表面、例えば、固体又は液体表面を境界として定義される容積の中を移動する運行体の制御。,-,5H301
31,G05D1/48,2,高度または深度の制御［２０２４．０１］,【定義】 所望の高度、深度、鉛直速度または鉛直指令を達成するための制御装置。,水中での生存用または作業用の装置；水中物探索装置:B63C11/; エレベータの制御一般B66B1/; *鉱物を完全に掘り出す機械:E21C35/24; 【応用】 潜水船の姿勢または深さの制御:B63G8/14,5H301
32,G05D1/485,3,高度または深度の変化率の制御［２０２４．０１］,-,潜水船:B63G8/,5H301
33,G05D1/49,2,姿勢の制御，すなわちロール，ピッチまたはヨーの制御［２０２４．０１］,【定義】 ヨー、ピッチ、ロールの単独又は複合的な直接制御。 5H301CC08,"脚式移動マニプレータの姿勢制御:B25J; 倒立振子二輪車:B62K; 人工衛星の姿勢制御（自動操縦装置に特徴がないもの）:B64G1/24,400 【応用】 農業機械または作業機:A01B69/; エアクッション艇:B60V1/11; 航空機:B64U40/",5H301
34,G05D1/495,3,安定性を確保するためのもの［２０２４．０１］,-,-,5H301
35,G05D1/60,1,意図された制御の結果［２０２４．０１］,【付与】このFIは付与せず、下位のFIを付与。 【定義】単一の運行体または協調した運行体グループの位置、経路、高度、深度または姿勢制御の意図された結果、すなわち運行体の位置、経路、高度または姿勢制御が制御を通じて達成することを意図する目標または目的。,【情報】 G08G1/16;G08G5/04,5H301
36,G05D1/606,2,外部の環境条件，例．気流または水流，の補償または利用（位置の保持Ｇ０５Ｄ１／６１１）［２０２４．０１］,-,G05D1/611,5H301
37,G05D1/611,2,位置の保持，例．ホバリング，すなわち停止飛行，または動的停留のためのもの［２０２４．０１］,-,G05D1/606; 水用運行体:B63H25/42@G,5H301
38,G05D1/617,2,安全または保護，例．障害物の周辺に保護区域を定義するものまたは危険を回避するもの（運行体同士の衝突を回避するために２つ以上の運行体の位置または進路を制御するための装置Ｇ０５Ｄ１／６９３；システム障害または操作者の失敗への対応または防止のための装置Ｇ０５Ｄ１／８０）［２０２４．０１］,運行体の機能に問題がない状況において衝突回避等の安全確保を図るもの。 【定義】運行体の運転中に運行体、乗員または環境の安全および保護を保障すること。,"G05D1/693;G05D1/80; 乗物玩具の自動停止またはブレーキ装置:A63H17/42; 車両の意志を伝えるのに文字を発光表示するもの:B60Q1/50@Z,3K339AA43; 照明サイン:G09F13/04; 警報状態の所在を自動通報:G08B25/08@A; 【応用】 列車間の制御，警報あるいは類似の保安装置:B61L23/",5H301
39,G05D1/622,3,障害物の回避（道路走行用車両の起こり得る又は差し迫った衝突の，予知又は回避Ｂ６０Ｗ３０／０８）［２０２４．０１］,【定義】移動中に物体を検出し、少なくとも物体との最小距離を維持するために運行体の動きを修正すること。 例１：障害物との衝突を回避するための走行制御（迂回や減速、停止）。 例２：交差点・合流点での衝突防止のために走行制御。 5H301LL00,B60W30/08; 有人車の衝突防止装置:B60R21/00及びG08G1/16; マニプレータの衝突回避:B25J,5H301
40,G05D1/628,4,障害物の輪郭，例．壁または起伏がある地形，に追従するもの［２０２４．０１］,-,-,5H301
41,G05D1/633,4,動的障害物［２０２４．０１］,-,-,5H301
42,G05D1/639,3,立ち往生または妨害の解決または回避［２０２４．０１］,【定義】運行体の意図された任務が実質的に妨げられるような、運行体の移動が制約される状況を解決または回避すること。,-,5H301
43,G05D1/644,2,運行パラメータ，例．エネルギー消費量，所要時間または距離，の最適化［２０２４．０１］,-,【応用】 車両の経路制御:B60W30/10,5H301
44,G05D1/646,2,予め定義された軌道，例．床の上に印された線または飛行経路，への追従［２０２４．０１］,例１：床面設置の光反射帯を無人車で検出することにより、無人車を光反射帯に沿って走行させるもの。 例２：床面に描かれた誘導線を撮像し、線に沿うよう走行制御。特開昭６１－６５３１７号,"白線検出により有人自動車の走行制御を行うものは次のいずれか:B60K31/、G08G1/16@C、B60R21/、B60R99/00,321;",5H301
45,G05D1/648,2,作業領域または作業空間の中での作業の実施，例．清掃［２０２４．０１］,【付与】運送作業等はG05D1/656が優先(特にG05D1/667)。 例１．自走式掃除機の走行制御。 例２．アスファルトフィニッシャ等の床面加工機における走行制御。,"自走式掃除機:A47L9/28@E; 掃除機の構造:A47L又はB08B; 【応用】 農業機械または器具の案内:A01B69/00,303; 土砂移送機械の制御装置:E02F9/20; 道路表面からの無用物の除去:E01H1/00;",5H301
46,G05D1/65,2,所望の速度プロファイル，すなわち速度設定，への追従［２０２４．０１］,5H301JJ00,"有人車（自動車）の速度制御:B60K31/; 電気車の駆動モータの速度・トルク制御:B60L15/20; 吸引掃除機の走行機構:A47L9/00,102;多方向移動車:B62D15/; 車輪の配列または数に特徴のある自動車または付随車:B62D61/ 一般的な位置決め技術:G05D3/; コークス炉用台車の位置決め:C10B; 一般的な速度制御:G05D13/; 自動制動・制動解除:B60T7/12@B",5H301
47,G05D1/652,2,離陸（ペイロードの配送または取得Ｇ０５Ｄ１／６６７）［２０２４．０１］,-,G05D1/667,5H301
48,G05D1/654,2,着陸（基地局へのドッキングＧ０５Ｄ１／６６１）［２０２４．０１］,-,G05D1/661,5H301
49,G05D1/656,2,ペイロード，例．搭載物，または外部実体との相互作用［２０２４．０１］,"「ペイロード」は、配送用途における荷物に限らず、運行体に搭載された機器や付随する機器も含む。「外部実体」は、地上側設備（充電ステーション）の他、人間や、制御システム外の運行体も含む。 5H301QQ01,JJ05",農業用運行体の昇降する装置:A01B63/ 重い物を昇降するための装置:B66F9/24,5H301
50,G05D1/661,3,基地局へのドッキング（ペイロードの配送または取得Ｇ０５Ｄ１／６６７）［２０２４．０１］,【定義】外部設備と運行体との相互作用を可能とするために、外部設備に対して相対速度がゼロの状態で所望の相対位置及び姿勢を実現することを目的とする制御。外部設備は典型的には協働的又は運行体の相対的位置決めを可能にする機能を有する。,G05D1/667;G05D1/683;G05D1/697; 電気車バッテリ監視:B60L58/; 充電:H02J7/00;バッテリ:H01M10/00;,5H301
51,G05D1/667,3,ペイロード，例．搭載物，の配送または取得［２０２４．０１］,-,"ウェハ移送:H01L21/68@A; 機械間の工作物移動:B23Q41/02@Z; 工作物を取扱うための装置:B23Q7/14 倉庫またはマガジン内における搬送台車:B65G1/; *走行荷役の自動化システム:B66F9/24@A, *対象物等検出，安全，制御:B66F9/24@L",5H301
52,G05D1/672,3,牽引される，押されるまたは吊り下げられる道具，例．プラウ，すなわち鋤，の位置決定［２０２４．０１］,運行体が位置等の制御を行った結果として、道具の位置決定が行われるもの。,G05D1/678,5H301
53,G05D1/678,3,繋留された運行体のもの（牽引される，押されるまたは吊り下げられる道具の位置決定Ｇ０５Ｄ１／６７２）［２０２４．０１］,-,G05D1/672,5H301
54,G05D1/683,3,動く目標のインターセプト，すなわち捕捉（基地局へのドッキングＧ０５Ｄ１／６６１）［２０２４．０１］,【定義】移動する非協働的目標との距離をゼロにすることを特に目的とした、位置、経路、高度、深度又は姿勢の制御。最終的な方向、相対速度は典型的には制御されない。,G05D1/661,5H301
55,G05D1/686,3,動く目標に対する相対的な位置の維持，例．動物または人間への追従（固定のまたは動く目標へのペイロードのポインティングＧ０５Ｄ１／６８９；２つ以上の運行体の位置または進路の制御と関連するものＧ０５Ｄ１／６９）［２０２４．０１］,-,G05D1/689;G05D1/69; 電波以外の電磁波を使用する追尾方式:G01S17/66; 車間距離制御:B60W30/16 ホーミング装置:B64C13/18@B,5H301
56,G05D1/689,3,固定のまたは動く目標へのペイロード，例．搭載物，のポインティング，すなわち差し向け（牽引される，押されるまたは吊り下げられる道具の位置決定Ｇ０５Ｄ１／６７２）［２０２４．０１］,-,G05D1/672;G05D1/686,5H301
57,G05D1/69,2,２つ以上の運行体の位置または進路の協調制御［２０２４．０１］,【定義】それぞれの運行体の位置または経路を考慮した、互いに協調する2台以上の運行体のそれぞれの位置または経路の制御。,G05D1/686,5H301
58,G05D1/692,3,複数の異種の運行体に関するもの［２０２４．０１］,-,-,5H301
59,G05D1/693,3,運行体間の衝突を回避するためのもの［２０２４．０１］,-,G05D1/617,5H301
60,G05D1/695,3,運行体の所定の相対的位置を維持するためのもの，例．隊列移動または編隊飛行のためのもの［２０２４．０１］,-,連帯操縦:B64C19/02,5H301
61,G05D1/697,3,２つ以上の運行体のランデブーの、例．落ち合う，ためのもの，例．空中給油のためのもの（基地局へのドッキングＧ０５Ｄ１／６６１）［２０２４．０１］,-,G05D1/661,5H301
62,G05D1/698,3,制御の分配［２０２４．０１］,【定義】1台以上の運行体または外部実体により、2台以上の運行体を協調制御するための指令を提供するための権限を割り当てるための、方法およびシステム。権限の共有または逐次割り当てを含む。,-,5H301
63,G05D1/80,1,システム障害または操作者の失敗への対応または防止のための装置（遠隔制御とオンボード制御との引き継ぎ，遠隔制御装置間の引き継ぎＧ０５Ｄ１／２２７）［２０２４．０１］,【定議】運行体の制御系の異常や操作者の過誤等に起因して発生し得る（発生した）危険状態に反応したり回避、防止するもの。制御に関する安全装置。 5H301MM00,G05D1/227;G05D1/617; 一般的な制御系の安全装置:G05B9/; 道路走行用車両の(データの分析内容に特徴がある)機能の監視:B60W50/04; 路面への標示;道路使用者に警告するのに適合するもの:E01F9/50; 車両の自動運転に関する試験:G01M17/007@B; 【情報】 B60W50/02;B60W50/08;G01M17/;G05B9/02;G05B23/02; G06F11/36;G06F30/15;G07C5/;G08B,5H301
64,G05D1/81,2,運行体での自動制御と手動制御との引き継ぎ［２０２４．０１］,-,-,5H301
65,G05D1/82,2,限定権限制御，例．フライトエンベロープ，すなわち飛行包絡線，を守らせるもの（加速度または構造的応力の制限Ｇ０５Ｄ１／８３）［２０２４．０１］,【定義】操作者またはシステムに対して許容された制御を制限するシステム、例．指令された出力を実行することに関連するリスクがあると判断された場合に、運行体の操作者によって指令された量よりも少ない量に制御出力を制限するもの。,G05D1/83,5H301
66,G05D1/83,2,加速度または構造的応力の制限［２０２４．０１］,-,G05D1/82,5H301
67,G05D1/85,2,フェイルセーフ動作，例．リンプホームモードまたは縮退運転モード［２０２４．０１］,-,-,5H301
68,G05D1/86,2,制御系の性能監視，例．警報モジュールまたは診断モジュール［２０２４．０１］,-,-,5H301
69,G05D1/87,2,冗長制御装置の使用［２０２４．０１］,-,-,5H301
