No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,G05B23/02@V,0,監視，試験，安全装置の診断,監視装置の診断；試験装置の診断；安全装置の診断,組合せた工作機械による生産管理B23Q41/08; 生産工程、製造工程での生産管理:G05B19/418@Z; 半導体処理の生産管理:H01L21/02@Z,3C223
12,G05B23/02@X,0,操作すべき内容，手順の表示,操作手順、ガイダンスなど。操作すべき内容の表示；手順の表示,"スケジューリング方法一般:G06Q10/20; 在庫管理:G06Q10/087,B65G1/137; 輸送・配送管理:B65G61/00,500, G06Q10/083; 部品供給指示、生産指示方法:B23P21/00,B23Q41/,G05B19/418",3C223
13,G05B23/02@Z,0,その他のもの,-,-,3C223
14,"G05B23/02,301",2,状態の表示又は記録,-,"ユーザインターフェース:G06F3/01(5E555); 表示内容の処理機能に特徴の有る表示装置の制御:G09G5/00,530@A; 可視的表示器用の制御装置または回路:G09G5/00,510@C; 乗物でない機械の状態または稼働を登録または表示:G07C3/",3C223
15,"G05B23/02,301@J",0,制御指令，設定条件表示,制御指令表示；設定条件表示,生成ＡＩ:G06F40/56,3C223
16,"G05B23/02,301@K",1,プログラムの表示,-,-,3C223
17,"G05B23/02,301@L",2,動作状態も表示,-,-,3C223
18,"G05B23/02,301@M",0,内部処理表示,-,-,3C223
19,"G05B23/02,301@N",0,動作進行表示,-,乗物の稼動を登録または表示:G07C5/,3C223
20,"G05B23/02,301@P",0,入出力表示,-,乗物でない機械の状態または稼働を登録または表示：G07C3/,3C223
21,"G05B23/02,301@Q",1,グラフ表示,-,-,3C223
22,"G05B23/02,301@R",1,表示装置の共用,-,-,3C223
23,"G05B23/02,301@S",2,表示装置の接続，切離し,-,-,3C223
24,"G05B23/02,301@T",0,系又はその要素の図式表示；撮影画像表示,系またはその要素を図や写真で表示するもの。,"電力系統:H02J13/; 監視カメラ:H04N7/18,H04N5/225; ・ビジュアル・インターフェースの生成；コンテンツまたは付加データのレンダリング:H04N21/431",3C223
25,"G05B23/02,301@U",0,状態保存,-,-,3C223
26,"G05B23/02,301@V",1,履歴保存,-,"データ収集:H04Q9/00,311@(H+J+K),G06F17/40,G01D9/; 運行記録:G08G1/00@D",3C223
27,"G05B23/02,301@W",2,図式表示,@Wを付与した場合、図式表示という観点での@Tは不要。,３Ｄ［三次元］アニメーション:G06T13/20,3C223
28,"G05B23/02,301@X",0,異常関連表示,-,アラーム、警報:G08B13/-31/; 補修、メンテナンスの管理:G06Q10/20; 無線通信ネットワークに特に適合する 緊急または危険な状況を処理するためのサービス:H04W4/90,3C223
29,"G05B23/02,301@Y",1,異常内容，原因の表示,異常内容の表示；異常原因の表示,測定値による故障の指示:G01D7/00@G,3C223
30,"G05B23/02,301@Z",0,その他のもの,-,-,3C223
31,"G05B23/02,302",2,異常状態の検出,-,"アラーム、警報:G08B13/-31/; 電流・電圧の異常:G01R19/165,電気的に正常でない動作状態の指示:G01R31/",3C223
32,"G05B23/02,302@J",0,制御指令，設定条件検定,制御指令検定；設定条件検定,-,3C223
33,"G05B23/02,302@K",1,プログラムの検定,プログラムのデバッグを含む。,-,3C223
34,"G05B23/02,302@M",0,内部処理検定,-,-,3C223
35,"G05B23/02,302@N",0,動作進行検定,-,-,3C223
36,"G05B23/02,302@P",1,制御指令，出力と応答との比較,-,-,3C223
37,"G05B23/02,302@R",0,入出力検定,-,マイコンの試験：G06F11/22; 回路の試験：G01R31/28,3C223
38,"G05B23/02,302@S",1,出力検定,既存のデータと比較するもの。,-,3C223
39,"G05B23/02,302@T",1,複数入力検定,-,-,3C223
40,"G05B23/02,302@V",0,制御系又はその一部の模擬装置の出力信号と実信号との比較,予測値と比較するものなど。,-,3C223
41,"G05B23/02,302@W",0,冗長，類似信号間の比較,-,-,3C223
42,"G05B23/02,302@Y",0,異常内容，原因の同定,ＡＩ、ファジイ推論によるものなど。異常内容の同定；異常原因の同定,ＡＩ，推論を利用したもの:G05B13/02@M; フアジイ制御:G05B13/02@N,3C223
43,"G05B23/02,302@Z",0,その他のもの,-,-,3C223
