No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
21,G01S19/20,3,宇宙セグメントのインテグリティモニタリング，宇宙セグメントの障害検知もしくは障害分離［２０１０．０１］,受信機要素でなく、システム（宇宙セグメント）の統合性／フォールト／不良衛星隔離等に付与する。,-,5J062
22,G01S19/21,3,干渉を課題とするもの［２０１０．０１］,-,-,5J062
23,G01S19/22,3,マルチパスを課題とするもの［２０１０．０１］,-,-,5J062
24,G01S19/23,3,受信機要素の試験，監視，補正または較正［２０１０．０１］,位置のモニタリングや補正は含まない。,-,5J062
25,G01S19/24,3,当該システムが送信する信号の捕捉または追尾［２０１０．０１］,-,-,5J062
26,G01S19/25,4,協働要素からの補助データの受信を含むもの，例．アシステッドＧＰＳ［２０１０．０１］,-,-,5J062
27,G01S19/26,4,捕捉または追尾を補助するセンサー測定を含むもの［２０１０．０１］,基本的に「付加的センサー」であり、ＩＮＳによる補足支援も含む。,-,5J062
28,G01S19/27,4,受信機の中でエフェメリスまたはアルマナックデータを生成し，予測し，または補正するもの［２０１０．０１］,-,-,5J062
29,G01S19/28,4,衛星の選択［２０１０．０１］,-,-,5J062
30,G01S19/29,4,キャリア関連［２０１０．０１］,-,-,5J062
31,G01S19/30,4,コード関連［２０１０．０１］,-,-,5J062
32,G01S19/31,3,測位のための他の信号の捕捉，追尾［２０１０．０１］,-,-,5J062
33,G01S19/32,3,同じ衛星システムでの多モード動作，例．ＧＰＳのＬ１とＬ２［２０１０．０１］,-,-,5J062
34,G01S19/33,3,タイムスタンプメッセージを送信する異なるシステム間の多モード動作，例．ＧＰＳ／ＧＬＯＮＡＳＳ［２０１０．０１］,-,-,5J062
35,G01S19/34,3,電力の節減［２０１０．０１］,-,-,5J062
36,G01S19/35,3,構成上の細部，または，信号処理系統のハードウェアもしくはソフトウェアの細部［２０１０．０１］,表示に特徴のあるものも含める。,-,5J062
37,G01S19/36,4,受信機フロントエンド関連［２０１０．０１］,フロントエンドには空中線も含める。,-,5J062
38,G01S19/37,4,信号処理系統のハードウェアもしくはソフトウェアの細部［２０１０．０１］,-,-,5J062
39,G01S19/38,1,衛星電波ビーコン測位システムの送信信号を用いた，航法解の決定［２０１０．０１］,G01S 19/38 は、ＮＮＳＳや通信衛星等のタイムスタンプされていない信号を用いた航法解の決定に付与する。,-,5J062
40,G01S19/39,2,衛星電波ビーコン測位システムがタイムスタンプメッセージを送信するもの，例．ＧＰＳ　［Ｇｌｏｂａｌ　Ｐｏｓｉｔｉｏｎｉｎｇ　Ｓｙｓｔｅｍ］，　ＧＬＯＮＡＳＳ　［Ｇｌｏｂａｌ　Ｏｒｂｉｔｉｎｇ　Ｎａｖｉｇａｔｉｏｎ　Ｓａｔｅｌｌｉｔｅ　Ｓｙｓｔｅｍ］　，　ＧＡＬＩＬＥＯ［２０１０．０１］,-,-,5J062
41,G01S19/40,3,位置，速度または姿勢の補正［２０１０．０１］,-,-,5J062
42,G01S19/41,4,ディファレンシャル補正，例．ＤＧＰＳ［Ｄｉｆｆｅｒｅｎｔｉａｌ　ＧＰＳ］［２０１０．０１］,-,-,5J062
43,G01S19/42,3,位置の決定［２０１０．０１］,下位のいずれにも属しないが、測位方式に特徴のあるもののみ付与する。,-,5J062
44,G01S19/43,4,キャリア位相測定を用いるもの，例．キネマティック測位；長基線または短基線干渉を用いるもの［２０１０．０１］,代表公報：JP-A H11-344553,-,5J062
45,G01S19/44,5,キャリア位相不確定の決定；フローティング・アンビギュイティ；ＬＡＭＢＤＡ［Ｌｅａｓｔ－ｓｑｕａｒｅｓ　ＡＭＢｉｇｕｉｔｙ　Ｄｅｃｏｒｒｅｌａｔｉｏｎ　Ａｄｊｕｓｔｍｅｎｔ］法［２０１０．０１］,-,-,5J062
46,G01S19/45,4,衛星電波ビーコン測位システムからの信号の測定を，補助的な測定と組み合わせるもの［２０１０．０１］,-,-,5J062
47,G01S19/46,5,補助的な測定が電波信号を測定するタイプであるもの［２０１０．０１］,-,H04W,5J062
48,G01S19/47,5,補助的な測定が慣性測定であるもの，例．Ｔｉｇｈｔｌｙ　ｃｏｕｐｌｅｄ　ｉｎｅｒｔｉａｌ［２０１０．０１］,-,G01C 21/12,5J062
49,G01S19/48,4,衛星電波ビーコン測位システムからの信号から引き出される位置解と，さらなるシステムからの位置解とを，切り替えまたは組み合わせるもの［２０１０．０１］,-,-,5J062
50,G01S19/49,5,さらなるシステムが慣性測位システムであるもの，例．ｌｏｏｓｅｌｙ－ｃｏｕｐｌｅｄ［２０１０．０１］,-,G01C 21/12,5J062
51,G01S19/50,4,位置解が特定の曲線または表面上に制限されるもの，例．線路上を動く物体のための［２０１０．０１］,-,-,5J062
52,G01S19/51,4,相対位置決定［２０１０．０１］,-,-,5J062
53,G01S19/52,3,速度の決定［２０１０．０１］,-,-,5J062
54,G01S19/53,3,姿勢の決定［２０１０．０１］,-,-,5J062
55,G01S19/54,4,キャリア位相測定を用いるもの；長基線または短基線干渉［２０１０．０１］,-,-,5J062
56,G01S19/55,5,キャリア位相不確定の決定；フローティング・アンビギュイティ；ＬＡＭＢＤＡ［Ｌｅａｓｔ－ｓｑｕａｒｅｓ　ＡＭＢｉｇｕｉｔｙ　Ｄｅｃｏｒｒｅｌａｔｉｏｎ　Ａｄｊｕｓｔｍｅｎｔ］法［２０１０．０１］,-,-,5J062
