No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
32,G06F3/02,2,手動で操作されるスイッチを用いる入力装置，例．キーボードまたはダイヤルを用いるもの［２００６．０１］,"【ＩＰＣタイトル】 Input arrangements using manually operated switches, e.g. using keyboards or dials [1, 3, 2006.01] 　スイッチに対する手動入力を、計算機が処理できる電気信号に変換するもの。 　接点構造そのものはH01Hに分類されるので留意すること。 　すべて識別記号・FI記号の下に分類されるので、下位の分類を付与し、この分類の付与はしない。",H01H13/70　キー素子 B41J5/10　キー配列 A47L　キーボードの清掃 G06F3/03-3/047　座標位置入力装置,5B020
33,G06F3/02@A,0,使用されているスイッチ素子に特徴のあるもの,素子そのものに特徴があるもの。,5G206 押釦スイッチ 5G046 磁界電界応動スイッチ 5G010 スライドスイッチ 5G219 ロータリスイッチ、ピアノキー,5B020
34,G06F3/02@B,1,磁気によるもの,"ホール素子などを用い, 磁界の変化検出により, 操作された部材を検出するもの。 【キーワード】 ホール素子, 磁界検出コイル",G06F3/046 磁気結合タブレット,5B020
35,G06F3/02@C,2,リードスイッチによるもの,"磁気近接型スイッチのうち, リードを用いるもの。 　ガラス容器の中に2本の磁性導電体の接点部を近接して設けたもの。 　無磁界時にオンになるものも, オフになるものもある。",-,5B020
36,G06F3/02@D,1,光によるもの,光を遮ることにより、入力がなされるもの。 　指で遮断するものや、キー部材で遮断するものがある。,-,5B020
37,G06F3/02@E,1,圧力に応動するもの,"圧力により抵抗値などが変化し, 操作を検出するもの。 　シート状に形成されたもの (基盤上にプリント配線をし, その上に感圧シートあるいは導電シートをスペーサを介して配置するもの 【キーワード】 シート型, フラットパネル型",G06F3/047 接触タブレット G06F3/045 抵抗タブレット,5B020
38,G06F3/02@F,1,容量によるもの,容量変化による検出。,-,5B020
39,G06F3/02@Z,0,その他のもの,その他のスイッチ素子。,-,5B020
40,"G06F3/02,400",3,入力装置の構造的細部または製造のプロセス,"入力装置の構造又は製造方法に関するものであって、下位分類（G06F3/02,410-490）に当てはまらないもの。",-,5B020
41,"G06F3/02,410",4,ジョイスティックの様な方法でキーボードカーソル制御キーを操作するためのレバー装置,キーボード上に付加して設けられたレバー装置によって、カーソル制御キーを操作するもの。 図図,G06F3/0338　ジョイスティック、多方向キー,5B020
42,"G06F3/02,420",4,キーボードの傾斜角を調整するための装置，例．枢軸回転する支脚,"キーボード全体が傾斜するもの。 　キーボードを分割してそれぞれ傾斜させるものや、各キーの傾斜がそれぞれ異なるものは、G06F3/02,450の付与を検討する。","G06F1/16,312@T　計算機の足",5B020
43,"G06F3/02,430",4,キーボードに於ける追加の周辺機器を統合する機構，例．カードまたはバーコード読み取り装置，光学スキャナー,"キーボードと周辺機器とが同一筐体に組み込まれたもの。同一筐体に組み込まれず、ケーブル等を介するものについては、G06F3/02,520の付与を検討する。",-,5B020
44,"G06F3/02,440",5,キーボードに於ける統合化されたポインティングデバイスを備える装置，例．トラックボールまたは小型ジョイスティック,キーボードとポインティングデバイスとを同一筐体に組み込んだもの。,-,5B020
45,"G06F3/02,450",4,キーボードのキーの配列を人間工学的に調整するための装置,"この分類は、人体の構造を考慮して使いやすい構造とされたキーボード全般を含む分類である。また、構造が動的に調整されるキーボードに限らず、静的に調整されたキーボードも含む。 　例えば、押しやすい位置に配置するために各キーが立体的に可動なキーボード、指の長さを考慮してキーの配置位置がデザインされたキーボード。 　また、キーのマッピングを動的又は静的に変更するものも、この分類に含まれ（例えば、ＱＷＥＲＴＹ配列から、ＤＶＯＲＡＫ配列のような、より使いやすいとされる配列に変更するもの）、動的に変更するものは、G06F3/023,480の付与も検討する。 図図図図",-,5B020
46,"G06F3/02,460",4,特別な用途のキーボード,"特定のソフトウェアアプリケーション又は特定のハードウェアを制御するために設計又は修正されたキーボード。 　例えば、専用キーが組み込まれたもの。 　設計又は修正されたキーボードが、特定用途に限らず、汎用的に利用可能である場合は、G06F3/02,450の付与を検討する。 　また、特別な用途のキーボードを用いるもので、GUIに特徴がある場合は、G06F3/0489の付与を検討する。",-,5B020
47,"G06F3/02,470",4,持ち運びまたは収納のためにキーボードの大きさを縮小するための装置,折り畳み、伸縮等により、大きさを縮小することができるキーボード。,"G06F1/16,312@V　キーボードまたはマウスの収納",5B020
48,"G06F3/02,480",4,キーガイド支持器,キーのガイド表示を支持するもの（ホルダー）。 　個別のキーのキートップにおいて、ガイド表示をするものも含まれる。,-,5B020
49,"G06F3/02,490",4,キーカバー,キーボード 、又はキーにカバーをかけるもの。 　例えば、キー単体にカバーをかけて押下禁止とするもの。,-,5B020
50,"G06F3/02,500",3,入力装置と計算機の他の機能ユニットとの協働および相互接続,"キーボードやダイヤル等の入力装置を用いるものであって、当該入力装置と、コンピュータの他の機能ユニットとの協働及び相互接続に特徴のあるもの。 　キーボードと他の入力装置との協働及び相互接続については、G06F3/02,520を付与し、それ以外の協働及び相互接続については、この分類を付与する。",-,5B020
51,"G06F3/02,510",4,入力制御,他の機能ユニットにおいて、入力装置からの入力の制御を行うもの。 　また、入力装置単体で何らかの入力制御を行っているものも、この分類に含まれる。 　例えば、多重押下を検出して単一の入力に修正する処理を、デバイスドライバ又はキーボード内の回路により実現するもの。,-,5B020
52,"G06F3/02,520",4,キーボードと他の入力装置との接続,"キーボードと他の入力装置との接続に特徴があるもの。 　例えば、バーコードリーダと接続し、リーダの出力をキーコードに変換するものや、ＯＣＲ及びポインティングデバイスを、キーボードに接続するもの。 　キーボードと他の入力装置とが同一筐体に組み込まれたものについては、この分類は付与せず、G06F3/02,430の付与を検討する。",-,5B020
53,"G06F3/02,530",4,エラー対策または試験,他の機能ユニットにおいて、入力装置のエラーの対策又は試験を行うもの。 　入力装置単体で何らかのエラー対策又は試験を行っているものも、この分類に含まれる。,-,5B020
54,G06F3/023,3,情報の離散的項目をコード信号に変換するための装置，例．キーボードで発生したコードを英数字コード，オペランドコードまたは命令コードとして解釈するための装置［２００６．０１］,"【ＩＰＣタイトル】 Arrangements for converting discrete items of information into a coded form, e.g. arrangements for interpreting keyboard generated codes as alphanumeric codes, operand codes or instruction codes [3, 2006.01] 　コード化に関連する技術であって、G06F3/023,400-480に分類されないもの。",-,5B020
55,"G06F3/023,400",4,コードレスキーボード,この分類は、コードレスキーボードのコード信号の変換に関する技術に限らず、コードレスキーボードの構造に関する技術も含む。 　例えば、キーボードのコードを無線送信するためのプロトコルの細部、赤外線送信機/受信機の配置。,-,5B020
56,"G06F3/023,410",4,手動の直接入力，例．主メモリに対するキー入力,"キー入力されたデータをメモリの決められたエリアに格納するもの。 　ほとんどの場合, 格納エリアの指定を伴う。",-,5B020
57,"G06F3/023,420",4,文字入力方法,-,-,5B020
58,"G06F3/023,430",5,複数文字発生,ウムラウトに関するもの、及び２つ以上の字母の組合せによる文字を単一キーの押下で発生するもの。 　また、特定キーの押下により複数文字を発生するものであって、発生する複数文字を登録可能なものも含む。 　例えば、ファンクション・キーの押下により「RUN」などの文字列を発生するもの、ワードプロセッサにおいて、指定文字列を登録し、特定キーにより再現するもの、特定キーの押下により特定ファンクションを実行するもの。,-,5B020
59,"G06F3/023,440",5,異方向に操作可能なスイッチを用いるもの,二方向以上に操作可能なスイッチを用いるもの。 　例えば、垂直だけでなく横方向にも操作可能なキー、平面的に上下左右の四方向に操作可能なキーパッド、右回り及び左回りに操作可能なダイアル。,-,5B020
60,"G06F3/023,450",5,和音技法すなわち同時押下を用いるもの（Ｇ０６Ｆ３／０２３，４４０が優先）,例えば、機器に様々取り付けられたキーやボタン（シフトキーなどの特殊キーも含む。）を組み合わせて押すことにより入力が行われるもの、両手、裏面操作、同時複数指操作など様々な指操作により入力が行われるものが含まれる。,-,5B020
61,"G06F3/023,460",5,表示された事項から選択する技法を用いるもの,タッチパネル、マウス、キー等の入力装置を用いて、画面に表示された候補から選択して文字又は文字列の入力を行うもの。 　画面上の制御領域（バーチャルキーボード等）のＧＵＩに特徴があるものは、G06F3/04886の付与を検討する。,-,5B020
62,"G06F3/023,470",5,予測または検索技法を用いるもの,例えば、既に入力された文字に基づいたデータベース又は辞書からの検索技術を用いて、単語補完の選択肢を予測・提案するもの。,-,5B020
63,"G06F3/023,480",4,プログラム可能なキーボード,全ての又はいくつかのキーに割り当てられた機能が変更可能なキーボード。 　例えば、アルファベットキーを言語に従って変更するものや専用の機能キーをプログラミングするもの。 　この分類には、ソフトウェア的に表示・機能が変更されるものに限らず、ハードウェア的に変更されるものも含まれる。,-,5B020
64,G06F3/027,4,小数点挿入のためのもの［２００６．０１］,"【ＩＰＣタイトル】 for insertion of the decimal point [3, 2006.01] 　キーボードから小数点を入力するもの。 【キーワード】 小数点キー、小数点指定スイッチ",-,5B020
65,G06F3/03,2,器具の位置または変位をコード信号に変換するための装置［２００６．０１］,"【ＩＰＣタイトル】 Arrangements for converting the position or the displacement of a member into a coded form [3, 2006.01] 本願の技術的特徴に対しＦＩ付与。 具体例で付与するかどうかの判断基準は 　例；クレームがタッチパネル、具体例が２膜型タッチパネルの文献  文献の特徴が抵抗膜に関連していれば抵抗膜のＦＩ(GO6F3/045)を、  全く何でもよいときは上位分類（G06F3/041,350またはG06F3/041,380）を付与する。 　５Ｂ０８７タッチパネル付与の文献で、表示無しでもタブレットとして有益な文献には５Ｂ０６８も付与する G06F3/041,370-3/047付与時も文献の内容がG06F3/041,350@A-D、G06F3/041,380@A-Zにも特徴有れば両方付与",G06K9/00文字認識 G06F15/64イメージ入力 G06F15/74、ＰＤＡ G06F15/02（電卓） ５Ｂ０６９、５Ｅ５０１ ５Ｂ０８７,5B068
66,"G06F3/03,400",3,能動的に変位を検出するペン型のポインティングデバイスまたはデジタイザーとともに用いられ位置を検出される器具における構造または制御であって，各検出方式に共通する一般的観点に特徴があるもの，例．ペンの一般的構造（各検出方式による位置検出のための構造または制御はＧ０６Ｆ３／０３３～Ｇ０６Ｆ３／０４７が優先する；Ｇ０６Ｆ３／０３３～Ｇ０６Ｆ３／０４７を併せて付与する）,ペン型のポインティングデバイスまたはデジタイザーとともに用いられる入力具に特徴があるもの。 スタイラス(電気回路を含まないデジタイザーとともに用いられる入力具）も含む。 検出方式等に特徴があるものは、G06F3/033－G06F3/047を併せて付与する。,-,5B068
67,"G06F3/03,400@A",0,筆圧検出のためのもの,-,-,5B068
68,"G06F3/03,400@B",0,複数モード，複数本〔使用〕,例：1本のペンで筆記と消去がおこなえるもの。 1本のペンで筆記する色を変更できるもの。 ペンとイレ－ザ－とを備えるもの。 複数のペンのそれぞれが色、線種等に対応したもの。 複数のペンで同時に筆記できるもの。,-,5B068
69,"G06F3/03,400@C",1,開始スイッチ,駆動・入力の開始を行うスイッチをペンに備えるもの。 ※「スイッチ」は、機械式、光学式等の方式は問わない。,-,5B068
70,"G06F3/03,400@D",1,モード切替スイッチ,"G06F3/03,400@Cに含まれない入力モ－ドを切替えるスイッチをペンに備えるもの。 ※「スイッチ」は、機械式、光学式等の方式は問わない。",-,5B068
71,"G06F3/03,400@E",0,収納のためのもの,例：デジタイザにペン収納部を設けたもの。 収納時にペンが変形するもの。 ペンにペン先等の収納部を設けたもの。,-,5B068
72,"G06F3/03,400@F",0,構造一般,"G06F3/03,400@A-Eに含まれない形状、構造に特徴があり、検出方式によらないもの。",-,5B068
73,"G06F3/03,400@Z",0,その他,"G06F3/03,400@A-Fに含まれないもの。",-,5B068
74,G06F3/033,3,ユーザにより変位または位置決めされるポインティングデバイス；その付属具（変換手段によって特徴付けられたデジタイザＧ０６Ｆ３／０４１）［３，８，２０１３．０１］,"【ＩＰＣタイトル】 Pointing devices displaced or positioned by the user; Accessories therefor (digitisers characterised by the transducing means G06F 3/041) [3, 2006.01, 2013.01] 　画面を見ながら器具（人体の一部である場合もある）を移動させて使うもの。すなわち、コンピュータに入力するポインティングデバイスに関するもの。例．マウス、ジョイスティック、ペン型ポインティングデバイス、ダイヤル型ポインティングデバイス、視線入力装置（アイカメラ）、傾斜検出装置。 G06F3/033以下には、ポインティングを行うものを付与。 コマンド入力（ジェスチャー入力）を行うものはG06F3/01,570を付与。 ポインティングもコマンド入力も行うものは両方付与。 　本分類の下位分類であるG06F3/0338-3/0362,464はポインティングデバイス自体の構造や機能に関する分類であり、ドライバや制御回路など、コンピュータに対するインタフェースに特徴があるものはG06F3/038を付与する。 　また、平板状の位置検出装置であるタブレット（デジタイザー）はG06F3/041を付与する。 　ポインティングデバイスそのものに特徴がなくとも、特定のポインティングデバイスと関連が深いＧＵＩ技術（例．マウスジェスチャーに伴うＧＵＩ）であれば、ＧＵＩ G06F3/048を付与するとともに本分類を付与する。ただし、ポインティングデバイスは広く普及しているものであるから、単にポインティングデバイスを使用している程度の文献には付与しない。",ポインティングデバイスの制御回路G06F3/038 位置検出タブレットG06F3/041 ＧＵＩ G06F3/048,5B087
75,G06F3/033@A,0,Ｇ０６Ｆ３／０３３８～Ｇ０６Ｆ３／０３７に含まれないポインティングデバイス,マウス、トラックボール、ジョイスティックなどの入力装置の種類に依存しないポインティングデバイスに関するもの。,"各種ポインティングデバイスG06F3/0338-3/0362,464",5B087
76,G06F3/033@Z,0,その他,-,-,5B087
77,G06F3/0338,4,デバイスの操作部位の中立位置からの限定された直線的変位または角度変位を検出するもの，例．アイソトニックまたはアイソメトリック・ジョイスティック［２０１３．０１］,"【ＩＰＣタイトル】 with detection of limited linear or angular displacement of an operating part of the device from a neutral position, e.g. isotonic or isometric joysticks [2013.01] 限定的に動作するもので操作部位が中立位置を有し、G06F3/0338,411-3/0362,464に含まれないもの。 中立位置を有するものであっても、スライドパックはG06F3/0354,432、ダイヤルはG06F3/0362,461、スライダはG06F3/0362,463を付与。",-,5B087
78,"G06F3/0338,411",5,ジョイスティック，ポインティングスティック（歪みセンサを用いたものを含む）の基本要素〔筐体における持ちやすさ，動かしやすさ，または意匠性に関するもの，傾斜検出機構〕（ジョイスティックに配置されたボタンはＧ０６Ｆ３／０３３８　４１２）,"G06F3/0338,412以外のジョイスティックに関するもの。 直線的変位や角度変位を検出すればスティックの有無は問わない。",-,5B087
79,"G06F3/0338,412",5,ジョイスティック，ポインティングスティック（歪みセンサを用いたものを含む）：多次元入力のための付加的要素,XY方向以外の入力要素に関する形状、構成、検出機構に特徴があるもの。 スティックを有さない直線的変位や角度変位を検出するものに関する多次元入力も含む。 例：Z軸方向の入力、ジョイスティックに配置されたボタン（トリガーボタン、決定・取り消し・機能ボタンを含む）,-,5B087
80,"G06F3/0338,413",5,十字キー，多方向キー,"入力方向に関しては離散的・デジタルなもの。 入力方向がアナログなものはG06F3/0338,411を付与。",-,5B087
