No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
51,G03B17/36,1,露出数の計数（フィルム片のものＧ０３Ｂ１／６６）,-,-,2H102
52,G03B17/38,1,シャッターから分離したレリーズ装置（シャッターとの一体Ｇ０３Ｂ９／０８）,-,-,2H020
53,G03B17/38@A,0,ケ－ブルレリ－ズ,-,-,2H020
54,G03B17/38@B,0,起動信号に特徴のあるもの,ワイヤレスリモコン,リモコンはG03B17/00@B（２Ｖ）に注意、カメラまたはカメラパーツの遠隔制御H04N23/66（２Ｖ）、リモコン一般はG08B（３Ｒ）へ。,2H020
55,G03B17/38@Z,0,その他のもの,-,-,2H020
56,G03B17/40,2,遅延させまたは時間を定める機能をもつもの,-,-,2H020
57,G03B17/40@A,0,セルフタイマ－単体,-,-,2H020
58,G03B17/40@B,0,間欠撮影,-,オートエクスポージャーブラケット（ＡＥＢ）はG03B7/08（２Ｖ）も付与,2H020
59,G03B17/40@Z,0,その他のもの,-,-,2H020
60,G03B17/42,1,シャッター作動とフイルム送りまたは感光板またはカットフイルムの交換との間の連動,-,-,2H020
61,G03B17/42@A,0,フイルム空送り機構,-,-,2H020
62,G03B17/42@B,0,フイルム巻止装置,-,-,2H020
63,G03B17/42@C,1,巻止長さの変換,-,-,2H020
64,G03B17/42@D,1,無孔ロ－ルフイルムの自動巻止,-,-,2H020
65,G03B17/42@E,0,レリ－ズと巻上げの連動関係,-,-,2H020
66,G03B17/42@Z,0,その他のもの,-,-,2H020
67,G03B17/44,1,焦点板と感光材料を置換えるための装置,-,-,2H020
68,G03B17/46,1,動画用カメラにおける一駒撮影のための装置,-,-,2H020
69,G03B17/48,1,他の写真的または光学的装置と組み合わせて使用するもの,ビデオカメラとの組合わせは主体がビデオカメラならH04Nを主とする。,-,2H104
70,G03B17/50,2,現像と仕上げ装置の両方をもつもの,-,写真的焼き付け装置（Ｇ０３Ｂ２７／００）外国特許文献サーチの際には、特に注意（Ｒ０４．０４．１２加筆修正）,2H104
71,G03B17/50@A,0,プロセツサ－カメラ,主としてマイクロ用。,G03B27/32（２Ｇ）に注意。,2H104
72,G03B17/50@Z,0,その他のもの,主として複写機用,-,2H104
73,G03B17/52,3,ランド型のもの,-,-,2H104
74,G03B17/52@A,0,現像装置,-,-,2H104
75,G03B17/52@B,0,フイルム移送・収納,-,-,2H104
76,G03B17/52@C,0,シ－ケンス制御機構,-,-,2H104
77,G03B17/52@D,0,カメラ本体,-,-,2H104
78,G03B17/52@E,0,カセツトの装・脱,-,-,2H104
79,G03B17/52@F,0,フイルムカセツト,-,-,2H104
80,G03B17/52@Z,0,その他のもの,-,-,2H104
81,G03B17/53,3,露光の動機となる信号が与えられた後で仕上り画像を自動的に作成するもの，例．ボタンをおすもの，硬貨をいれるもの,例：３分間写真。 プリントマシンにも付与。,G03B19/07（２Ｖ）に注意,2H104
82,G03B17/54,2,投影装置をもつもの,-,-,2H104
83,G03B17/55,1,加熱または冷却装置をそなえるもの，例．航空機用,-,-,2H104
84,G03B17/56,1,付属装置（携帯ケースＡ４５Ｃ１１／３８）,アクセサリー的なもの。,大がかりな装置はG03B15/00（２Ｖ）などへ。,2H105
85,G03B17/56@A,0,カメラの支持・保持具,一般用はF16M11/32が主。,-,2H105
86,G03B17/56@B,1,雲台・三脚,-,カメラの姿勢制御一般はG03B15/00@P 遠隔姿勢制御はG03B17/00@B,2H105
87,G03B17/56@C,1,グリツプ,-,ストロボ付きはG03B15/03に注意。,2H105
88,G03B17/56@D,0,吊金具・吊下紐,-,-,2H105
89,G03B17/56@E,0,接写・複写用具,-,-,2H105
90,G03B17/56@F,1,接写用補助光学系,-,G03B17/12、G03B17/14に注意,2H105
91,G03B17/56@G,0,タイトル撮影装置,-,G03B17/08（２Ｖ）、A45C11/38（３Ｒ）に注意。,2H105
92,G03B17/56@H,0,保護ケ－ス,-,-,2H105
93,G03B17/56@J,0,アクセサリ－クリツプ及びシユ－,-,G03B15/03（２Ｖ）に注意。,2H105
94,G03B17/56@Z,0,その他,-,-,2H105
95,G03B17/58,2,カメラをレフレックスカメラに変換するための付属品,-,-,2H105
