No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
11,G08G1/01@C,1,変量の検出，および検出装置,-,-,5H181
12,G08G1/01@D,2,車両の走行状態に対応するもの〔車種別は１／０１５〕,-,-,5H181
13,G08G1/01@E,2,渋滞，混雑度〔密度，オキュパンシ，分布，渋滞原因の検知など〕,-,-,5H181
14,G08G1/01@F,2,歩行者〔判別法など〕,-,エレベータの群管理のために、待ち客を検出するものはB66B1/00。,5H181
15,G08G1/01@Z,0,その他のもの,-,-,5H181
16,G08G1/015,2,各種の自動車と二輪車を判別するための装置を持つもの,車種判別。,-,5H181
17,G08G1/015@A,0,車種判別装置〔大，中，小型車，バス，普通車など〕,車種判別して交通量を知るもの。,-,5H181
18,G08G1/015@Z,0,その他のもの,-,-,5H181
19,G08G1/017,2,車両の同定（Ｇ０８Ｇ１／０１５，Ｇ０８Ｇ１／０５４が優先）［５］,ナンバープレートも文字を識別するものは１／０４Ｃにも付与。ＩＤカードを識別したり車両からの信号を受信することによるもの。２カ所で超音波で車高の形状を判別して車群を同定するもの。,ナンバープレート自体はB60R13/10。,5H181
20,G08G1/02,2,道路に設けられた踏板を用いるもの,-,-,5H181
21,G08G1/04,2,光学式または超音波式検出装置を用いるもの,検出信号を交通制御（取締りを含む）に利用するものを分類。１／０４，１／０４２に付与されるものは、その用途によって１／００Ｊ、１／０１、１／０１５等を付与。,検出装置自体は、それぞれの分類。例．G01B。 G01S。,5H181
22,G08G1/04@A,0,光学式のもの〔オンオフ式など〕,車の通過を光ビームの遮断又は反射の有無で検出。,光学計測はG01B11。,5H181
23,G08G1/04@C,1,撮像装置〔光電変換素子〕を使用するもの〔レンズ系の使用など〕,スチールカメラで車両の像を記録して、同定に用いる。,文字の読み取りはG06K9。,5H181
24,G08G1/04@D,2,テレビジョン監視装置〔ビデオカメラの使用，ビデオ信号の処理など〕,ナンバープレートの読みとり。交通事故の原因追及のための監視も含む。,ＴＶカメラによる検出はH04N7/18。 画像データの処理、解析はG06F15/62。,5H181
25,G08G1/04@Z,0,その他のもの,-,-,5H181
26,G08G1/042,2,誘導または磁気検出装置を持つもの［５］〔ループコイルを使用するものなど〕,-,-,5H181
27,G08G1/048,2,環境または条件による補償装置を持つもの，例．雪，検出装置の所で止まった車両［５］,-,-,5H181
28,G08G1/052,2,スピードまたはオーバースピードの検出装置を持つもの［５］,オービス（登録商標）,検出装置自体はG01B。,5H181
29,G08G1/054,3,オーバースピードの車両の撮影［５］,-,-,5H181
30,G08G1/056,2,車両の移動方向を判別する装置を持つもの［５］,ゲートに設けた２つの検出装置の検出順序によるものや、ドップラー効果などによって進行方向を判別するもの。,-,5H181
31,G08G1/065,1,道路のある区域内の車両または駐車区域にある車両を計数すること，すなわち入ってくる数と出て行く数との比較によるもの（車両または車両の利用者に対する道路利用料金制または混雑時課金制　Ｇ０７Ｂ１５／０６）,高速道路のサービスエリア内の車両数やトンネル内の車両数を推定する。,-,5H181
32,G08G1/07,1,交通信号の制御,信号機の点灯時間の制御など。信号機の構造は１／０９５、信号機の交通制御に関連しない点灯制御は１／０９５Ｅ。,-,5H181
33,G08G1/07@A,0,交通信号，制御情報の処理〔伝送，符号化，記録，表示など〕〔標識情報の制御は１／０９〕〔交通信号灯，標識装置，駆動制御装置自体は１／０９５〕,信号機制御信号（データ）の伝送。,-,5H181
34,G08G1/07@C,1,交通信号，制御情報の発生，設定〔信号パターン，タイマーなど〕,-,-,5H181
35,G08G1/07@P,1,特定地域，事態に対応するもの〔工事現場など〕,工事現場等で片側交互通行を示す信号の制御。,-,5H181
36,G08G1/07@Q,2,特定路線に対応するもの〔狭隘路，優先車レーン，一方通行路，誘導路，合流など〕,-,-,5H181
37,G08G1/07@R,2,特定地点に対応するもの〔トンネル，橋，踏切，ゲート，変則交差点など〕,-,-,5H181
38,G08G1/07@Z,0,その他のもの,-,-,5H181
39,G08G1/08,2,検出された車両の数または速度によって制御されるもの,-,-,5H181
40,G08G1/08@A,0,検出装置をもつもの〔感応式，半感応式におけるものなど〕,所定時間内に進入する車両が続くとき、青時間を延長する。,-,5H181
41,G08G1/08@C,1,歩行者を検出するもの〔横断者など〕,横断者を検知して青延長又は車両側を赤にする。押しボタンのみによるものは、１／０７Ｅ。,-,5H181
42,G08G1/08@Z,0,その他のもの,-,-,5H181
43,G08G1/081,2,共通に制御される複数の交差点［５］,系統式。,-,5H181
44,G08G1/082,3,隣接交差点の同一サイクル内における同相信号の開始時間間隔の制御［５］,第１の信号が青になってから第２の信号機が青になるまでの時間。,-,5H181
45,G08G1/083,3,同一サイクル内における各相信号の時間配分の制御［５］,交差方向の交通量によって配分が異なる。,-,5H181
46,G08G1/085,2,自走式サイクリックタイマを用いるもの,外部から制御されないタイマで時間配分が決まる。,-,5H181
47,G08G1/087,2,緊急事態への対応，例．緊急車両から発信された信号によるもの［５］,救急車などからの信号を受けて、その通過方向を青にする又は青を延長する。,事故の通報はG08B25/10。,5H181
48,G08G1/09,1,可変の交通指令をあたえるための装置,-,-,5H181
49,G08G1/09@A,0,可変標識，制御情報の処理〔交通管制システム，交通情報案内システム，モニターなど〕,-,固定情報を示す道路標識はE01F9。,5H181
50,G08G1/09@C,1,検出装置をもつもの〔自然現象，交通量など〕,-,-,5H181
51,G08G1/09@D,1,車載装置と共同で行うもの〔標識，交通信号情報などの読み取り，通信など〕,車載装置からの信号を受けて表示を行うもの。車載の表示装置は１／０９６２。,-,5H181
52,G08G1/09@E,2,車両側からリクエストできるもの,交通情報データの送信を要求するもの。,-,5H181
53,G08G1/09@F,2,送受信エネルギーの結合装置〔例えば，ビーコンなど路車間通信を利用するもの〕,路上装置との通信を行うもの。,-,5H181
54,G08G1/09@H,1,その他の車載装置〔例えば，車車間通信，車路車間通信を利用するもの〕,他の車両との情報のやりとり。前方の情報を後続車に伝えるものや、通過した経路の情報を対向車に伝えるもの。,-,5H181
55,G08G1/09@P,1,特定地域，事態に対応するもの〔工事現場など〕,工事現場で通行止めの時間帯を表示する。交互通行用の信号灯の構造は１／０５５Ｂ。,-,5H181
56,G08G1/09@Q,2,特定路線に対応するもの〔狭隘路，優先車レーン，一方通行路，誘導路，合流など〕,-,-,5H181
57,G08G1/09@R,2,特定地点に対応するもの〔トンネル，橋，踏切，ゲート，変則交差点など〕,-,通行止めゲートはE01F。 踏切の遮断機はB61L29。,5H181
58,G08G1/09@S,2,スピード，走行条件に対応するもの,-,-,5H181
59,G08G1/09@V,1,車両の運転を強制制御するもの〔加減速，走行方向など〕,-,-,5H181
60,G08G1/09@Z,0,その他のもの,-,-,5H181
61,G08G1/095,2,交通信号灯,制御は１／０７。,教育、教習用の信号機はG09B。 照明用はF21V。,5H181
62,G08G1/095@A,0,交通信号，及び標識装置〔一般的なもの，遮断機，車線変更装置，監視，保守など〕,-,-,5H181
63,G08G1/095@C,1,筐体，支持取り付け装置，付属装置〔電源など〕,-,道路標識の支持体はE01F9。 。支持体への取り付けはG09F7/18。,5H181
64,G08G1/095@D,2,環境に対応するもの〔フード，耐風，耐雪など〕,太陽光の反射による擬似点灯に防止。,-,5H181
65,G08G1/095@E,1,駆動制御〔点滅，ノイズ除去，輝度調節，省力運転など〕,交通を制御するためのもの以外の点灯制御のための回路。点灯時間の制御は１／０７。,-,5H181
66,G08G1/095@F,1,補助表示装置をもつもの〔音声装置など〕,-,-,5H181
67,G08G1/095@J,1,信号，標識の表示装置自体〔表示装置自体の組立て，取り付けなど〕,一灯式、文字表示等。,-,5H181
68,G08G1/095@K,2,交通信号灯のためのもの,三色機。,-,5H181
69,G08G1/095@L,1,表示装置に画素を利用するもの〔半導体，液晶，光ファイバ，ＣＲＴ，ドットによるものなど〕,文字、絵、矢印の表示等。,-,5H181
70,G08G1/095@M,2,交通信号灯のためのもの,青、黄、赤の表示。,-,5H181
71,G08G1/095@Z,0,その他のもの,-,-,5H181
72,G08G1/0955,3,可搬型のもの［５］,-,発煙筒はG08B5/40。 光反射危険防止装置はG09F。 照明のみを目的とするものはF21V。 教習用信号機はG09B。,5H181
73,G08G1/096,2,時間の経過を示しながら進行するマークをもつ表示装置，例．青信号の,-,-,5H181
74,G08G1/0962,2,車両内に搭載された指示装置を持つもの，例．声によるメッセージを伝えるもの［５］,モニタ式の表示以外のものも含む。例．音声警報、メーター、ロボット。,カーテレビの取り付けはB60R11。 聴覚信号はB60Q5/00。 カーテレビはH04N5/64，521。 複合テレビはH04N5/64，531。 ヘッドアップディスプレイはG09F9/00，359。,5H181
75,G08G1/0965,3,他の車両からの信号に応答するもの，例．緊急車両［５］,窓を閉め切っていても緊急車両の接近を知ることができるようにする。,-,5H181
76,G08G1/0967,3,高速道路の情報通信を含むシステム，例．天候，制限時速（Ｇ０８Ｇ１／０９６８が優先）［５］,-,-,5H181
77,G08G1/0968,3,車両にナビゲーション指示を伝えることを含むシステム［５］,現在位置の検出、経路探索、マップマッチング。,ナビゲーション装置一般はG1C21。 地図はG09B29。,5H181
78,G08G1/0968@A,0,バス以外の車両の運行のためのもの,-,-,5H181
79,G08G1/0968@B,1,車外装置のみ、または車載装置と共同で行うもの,路上装置からの可変情報（道路情報、信号機、制限速度）を受信して表示。（音声も含む。）,-,5H181
80,G08G1/0968@Z,0,その他のもの,-,-,5H181
81,G08G1/0969,4,地図形式の表示装置を持つもの［５］,地図上に交通情報を表示するもの。,地図はG09B29。 地図データの処理はG06F15/62，335。,5H181
82,G08G1/097,1,交通制御システムの監視，例．２つの交差する道路が同時に青信号になると警報をあたえるもの,-,-,5H181
83,G08G1/123,1,車両の位置の表示，例．時刻表によって運行される車両［５］,-,時刻表自体はG09D1/00。,5H181
84,G08G1/123@A,0,車両の位置の表示〔経路運行案内、配車走行指令など〕〔交通情報を利用せず、また他から管制、交信を受けない航行システムのみのものはＧ０１Ｃ２１／００〕,タクシーの現在位置を把握して配車指令を行うもの。,スケジュールの作成はG06F15/21。 乗り物の稼働の記録はG07C5。 移動体通信はH04B7/26。,5H181
85,G08G1/123@Z,0,その他のもの,-,-,5H181
86,G08G1/127,2,中央ステーションに向かうもの［５］,-,-,5H181
87,G08G1/127@A,0,バスの運行のためのもの,バスの停留所名を乗客に知らせるもの。バスの運転者に次の駅名、時刻を指示するもの。,-,5H181
88,G08G1/127@B,1,車外装置のみ、または車載装置と共同で行うもの,バス停でのバスの接近表示。基地局でバスの位置を把握するもの。,移動体通信はH04B7/26。,5H181
89,G08G1/127@Z,0,その他のもの,-,-,5H181
90,G08G1/13,3,地図形式の表示装置［５］,基地局において、地図上に配送車等の位置（状態等も含む）を表示するもの。,移動体通信はH04B7/26。,5H181
91,G08G1/133,2,車載のもの［５］,-,-,5H181
92,G08G1/137,3,地図形式の表示装置［５］,ナビゲーションや可変情報を与えるものは除く。仲間の車両の位置を表示するもの。,-,5H181
93,G08G1/14,1,駐車場における空席の表示,駐車場において空満状態や空場所を外部に表示。地域の複数駐車場の空満や待ち予想時間の表示。そのための車両の有無の検出装置も含む。（１／０１が主。）,-,5H181
94,G08G1/14@A,0,駐車場とその管理〔ゲート，自転車，駐車設備など〕,出入りのカウントは１／０６５,駐車場の構造、駐車場の出入の管理、機械式駐車場の制御はE04H6/00。 駐車場の付属物はE04H。,5H181
95,G08G1/14@Z,0,その他のもの,-,-,5H181
96,G08G1/16,1,衝突防止システム［２，８］,-,一般はG01S13。 スロットルの制御等直接車両の構成要素を制御するものはB60K。,5H181
97,G08G1/16@A,0,衝突防止装置，監視警戒装置〔近接触接検知，追い抜きの合図，車高車幅の検知など〕,-,-,5H181
98,G08G1/16@C,1,車載装置のみでおこなうもの,-,-,5H181
99,G08G1/16@D,1,視界不良，危険区域〔カーブ，交差点，踏切，霧など〕〔障害物の検出は１／００Ｊ，Ｋ〕,-,-,5H181
100,G08G1/16@E,1,前方車間距離の制御〔適正距離，発車許可など〕,-,-,5H181
101,G08G1/16@F,1,居眠り運転への対応〔飲酒，薬剤など〕,-,居眠り運転防止装置は、B60K28/06 A も参照。 飲酒運転防止装置は、B60K28/06 B も参照。,5H181
102,G08G1/16@Z,0,その他のもの,-,-,5H181
